"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2007090483","","0","PA","8M7Q7","","3","1"
"2007073153","","0","IN","6O7922","","3","1"
"2007042364","","0","PA","PT7Y36J","","7","2"
"2007102054","","0","ZZ","UNK","9999","7","2"
"2007036851","","0","ME","1544295","2005","7","1"
"2007029480","","0","","","","9","1"
"2008035345","","0","","W29ZA","","3","2"
"2008008173","","0","","","","","1"
"2007084350","","0","","74904X","","3","2"
"2007100592","","0","","069416S","","7","2"
"2008012425","","0","OH","JFN6Z8Z","","7","2"
"2007043883","","0","","","","6","3"
"2007099057","","0","PA","PT482IG","","7","2"
"2007203419","","1","","","","7","1"
"2007081239","","0","PA","XBN-5173","08","3","2"
"2007052184","","0","PA","PT3310J","2007","7","1"
"2007117627","","0","","6","","","1"
"2007117627","","0","","4","","","2"
"2007113998","","0","","T4B1","","3","2"
"2007109974","","0","","","","8","1"
"2007114572","","0","AB","","","","2"
"2007091123","","0","","","","","2"
"2007118798","","0","","I336269","","7","1"
"2008037262","","0","IN","6I03I3","","7","3"
"2007120786","","0","PA","X476377","","3","2"
"2007042359","","0","OK","9HBM","","7","2"
"2007111378","","0","PA","GPS2059","","1","2"
"2007112335","","0","PA","PT7295J","","7","2"
"2007118753","","0","","T1B99K","","7","2"
"2007114629","","0","PA","XL53481","08","5","1"
"2007001754","","0","ME","1535910","2015","7","1"
"2007031922","","0","","02578","","7","2"
"2007070393","","0","PA","XN0B3I0","","6","1"
"2007069329","","0","OH","RHBYR","","8","2"
"2007089658","","0","PA","XCRH9OYI","","3","2"
"2007102660","","0","","WK","","7","1"
"2007071646","","0","TN","T859H9","","7","1"
"2007050707","","0","MB","126I62U","","7","1"
"2007108746","","0","ME","2414921","2024","7","1"
"2007102159","","0","IN","TR537160","08","3","2"
"2007107322","","0","PA","XT0335S","2008","7","1"
"2007073161","","0","","","","","2"
"2007021973","","0","PA","XS48670","07","6","1"
"2008012404","","0","MO","XEW3N","","6","2"
"2007030065","","0","","","","8","2"
"2007077873","","0","ME","Z7I5M5","","7","2"
"2007093029","","0","IL","T349647","2007","7","2"
"2007063928","","0","OH","TNW9426","287","7","3"
"2007118031","","0","","","","7","1"
"2007083882","","0","ME","2019198","2008","6","2"
"2008037328","","0","","667ZI","2007","6","1"
"2007038587","","0","PA","PT9781H","1986","7","1"
"2007127545","","0","","TA9090","","7","1"
"2007043125","","0","PA","R9673T","","7","1"
"2007037499","","0","OH","D373I0","","7","2"
"2007055208","","0","MO","PL9757","","7","1"
"2007056794","","0","PA","XCTQ3779","","3","1"
"2007025921","","0","","1","","","1"
"2007042354","","0","OH","TNM22","","7","2"
"2007100779","","0","","IZ97EW","","6","1"
"2007078937","","0","PA","XDG1964","2007","3","1"
"2007023270","","0","OH","TNE2531","2004","7","2"
"2007117624","","0","","H","","","5"
"2007016335","","0","PA","KO66IE","","6","1"
"2007013309","","0","OK","","","7","1"
"2007026741","","0","PA","PTBS4TG","","7","1"
"2007092681","","0","PA","PR64GH","","8","1"
"2007061331","","0","OK","55IGCP","","6","2"
"2008010503","","0","PA","WIW8","","3","2"
"2007124995","","0","","MSWS","","7","1"
"2008002943","","0","PA","08O66F","9999","8","1"
"2007019397","","0","TN","110512","2007","7","2"
"2007110226","","0","OH","M5IB","","7","2"
"2007037530","","0","OH","TMM146","","7","1"
"2008012738","","0","KS","465699","","7","1"
