"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2007000051","","2","0","0","0","0","0","0","0","0","1","0","","02","1","2007","2","40.522111","-79.911145","1529","11","0","0","0","0","0","0","0","1","","0","0","0","","","1","","2","","40 31:19.599","","0","79 54:40.122","8","0","0","0","2432","0","0","0","N","0","0","0","3","02432","0","","1.0","","1","N","N","","0","","0","0","0","","3","","","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2007000053","","1","0","0","0","0","0","0","0","0","4","0","","02","1","2007","2","40.298333","-79.920706","1840","11","0","0","0","0","0","0","0","0","2","0","0","0","","","1","","2","","40 17:54.000","5","0","79 55:14.541","4","0","0","0","2440","0","0","0","N","0","0","0","4","02440","1","","1.0","","9","N","N","","0","","0","0","1","","3","N","","2","1","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000069","","1","0","0","0","0","0","0","0","0","5","0","","02","1","2007","2","40.385805","-79.968973","2343","11","0","0","0","0","0","0","0","0","","0","0","0","","","2","","0","","40 23:08.897","","0","79 58:08.302","3","0","0","0","2403","0","0","0","N","0","0","0","2","02403","0","","2.0","","9","N","N","","0","","2","0","1","","0","","","2","2","2","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000076","","0","0","0","0","0","0","0","0","0","5","0","","02","1","2007","2","40.384551","-79.903689","0504","11","0","0","0","0","0","0","0","0","","0","0","0","","","1","","2","","40 23:04.383","","0","79 54:13.280","4","0","0","0","2448","0","0","0","N","0","0","0","1","02448","1","","4.0","","9","N","N","","1","","0","0","1","","0","","","2","1","1","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000088","","1","0","0","0","0","0","0","0","0","0","0","","02","1","2007","2","40.581699","-80.145231","1612","11","1","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 34:54.117","","0","80 08:42.831","0","0","0","0","2459","0","0","0","Y","0","0","0","1","02459","0","","4.0","","3","N","N","","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","","","","N","","","","","","","","","",""
"2007000293","","1","0","0","0","0","0","0","0","0","1","0","","02","1","2007","3","40.438611","-79.762543","1802","11","0","0","0","1","0","0","0","0","","0","0","0","","","1","","0","","40 26:19.000","","0","79 45:45.156","4","0","0","0","2446","0","0","0","N","0","0","0","2","02446","1","","1.0","","1","N","N","","0","","0","0","0","","0","","","2","1","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000294","","2","0","0","0","0","0","0","0","0","4","0","","02","1","2007","3","40.475","-79.77467","1611","11","0","0","0","0","0","1","0","0","1","0","0","0","","","2","","0","","40 28:30.000","6","0","79 46:28.813","4","0","0","0","2466","0","0","0","N","0","0","0","2","02466","2","","1.0","","1","N","N","","0","","0","0","0","","0","N","","2","2","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000301","","2","0","0","0","0","0","0","0","0","4","0","","02","1","2007","2","","","0331","11","0","0","0","0","0","0","0","0","4","0","0","0","","","3","","0","","","1","0","","2","0","0","0","2403","0","0","0","N","0","0","0","6","02403","0","","1.0","","3","N","N","","0","","2","1","0","","0","Y","","2","3","1","0","1","0","0","1","0","2","","","","N","","","","","","","","","",""
"2007000336","","0","0","0","0","0","0","0","0","0","1","0","","02","1","2007","3","40.6425","-80.067459","1230","11","0","0","0","0","0","0","0","0","1","0","0","0","","","0","","1","","40 38:33.000","1","0","80 04:02.853","0","0","0","0","2216","0","0","0","N","0","0","0","3","02505","0","","1.0","","1","N","N","","0","","0","0","2","","2","N","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2007000337","","0","0","0","0","0","0","0","0","0","1","0","","02","1","2007","4","40.616944","-79.945892","1010","11","0","0","0","0","0","0","0","0","2","0","0","0","","","1","","2","","40 37:01.000","1","0","79 56:45.212","8","0","0","0","2217","0","0","0","N","0","0","0","2","02505","0","","1.0","","1","N","N","","1","","0","0","0","","0","N","","2","1","2","0","0","1","0","2","1","2","","","","N","","","","","","","","","",""
