"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2024090545","","04","N","2","1","0","1","N","12","Y","CHEV","2011","","","","","","","","0","01","2G1WB5EK9B1","1","","1","00","Y","S","999","","","1","1","07","01","06","PA","","1.0","P4D"
"2024090545","","15","N","1","1","","1","N","06","Y","TOYT","2004","","","","","","","","0","02","JTEDP21AX40","1","","1","00","N","S","999","","","2","1","07","01","06","PA","","6.0","T4W"
"2024090545","","69","N","1","1","0","1","N","06","Y","FORD","2020","","","","","","","","0","01","1FTEW1EP2LF","2","","1","00","N","S","999","","","3","1","07","01","06","PA","","4.0","T"
"2024090545","","15","N","1","1","0","1","N","06","Y","FORD","2014","","","","","","","","0","01","1FMCU9J9XEU","2","","1","00","N","S","999","","","4","1","05","02","06","PA","","6.0","T4W"
"2024056494","","15","N","3","1","0","1","N","12","Y","CHEV","2005","","","","","","","","0","02","2CNDL23F856","1","","1","00","Y","E","035","","","1","1","03","01","01","PA","","6.0","T4W"
"2024056494","","69","N","1","1","0","1","N","06","Y","HOND","2019","","","","","","","","0","01","7FARW2H5XKE","2","","1","00","N","E","999","","","2","1","02","01","01","PA","","6.0","T"
"2024040746","","15","N","3","1","","1","N","14","Y","NISS","2013","","","","","","","","0","01","JN8AS5MV8DW","1","","1","00","Y","E","058","","","1","1","12","01","01","PA","","6.0","T4W"
"2024093892","","15","N","3","1","","2","N","10","Y","HOND","2012","","","","","","","","0","02","JHLRM4H74CC","1","","4","00","Y","W","030","","","1","1","07","16","13","PA","","6.0","T4W"
"2024106969","","41","N","3","1","","1","N","12","Y","CHEV","2017","","","","","","","","0","02","1GCZGGFG1H1","1","","1","49","Y","N","040","","","1","1","03","01","01","PA","","7.0","TCG"
"2024106969","","15","N","2","1","","1","N","06","Y","MITS","2015","","","","","","","","0","01","4A4AP3AUXFE","2","","1","00","N","N","015","","","2","1","05","02","01","PA","","6.0","T4W"
