"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2016089843","","40","N","2","1","","3","N","12","Y","GMC","1997","","","","","","","","0","01","1GDFG15R4V1","1","","1","00","N","W","010","0","","1","1","04","12","01","PA","","7.0","TSV"
"2016089843","","09","N","3","1","","3","N","10","Y","HOND","9999","","","","","","","","0","01","99999999999","1","","1","00","Y","S","035","0","","2","1","12","01","01","OH","","1.0",""
"2016006053","","04","N","3","1","","2","N","12","Y","FORD","2003","","","","","","","","0","02","2FAFP73WX3X","1","","1","00","Y","E","999","0","","1","1","04","01","01","PA","","1.0","P4D"
"2016006053","","04","N","3","1","","2","N","06","Y","HOND","2012","","","","","","","","0","02","19XFB2F55CE","1","","1","00","Y","E","999","0","","2","1","02","02","01","DE","","1.0","P4D"
"2016003305","","51","N","3","3","","3","N","02","Y","FORD","2000","","","","","","","","0","99","1FTYR10C2YT","1","","4","00","Y","S","999","0","","1","1","05","16","01","PA","","4.0","TPK"
"2016090786","","04","N","3","1","","3","N","12","Y","PONT","1996","","","","","","","","0","02","1G2WJ52M4TF","1","","1","00","Y","E","999","0","","1","1","10","01","11","PA","","1.0","P4D"
"2016110165","","04","N","3","1","","1","N","12","Y","LINC","2008","","","","","","","","0","02","3LNHM26T18R","2","","4","00","Y","E","035","0","","1","1","05","16","98","PA","","1.0","P4D"
"2016034913","","51","N","3","3","","2","N","02","U","FORD","2012","","","","","","","","0","02","1FT7X2BT2CE","2","","3","00","Y","E","999","","","1","1","03","17","01","PA","","4.0","T4C"
"2016062549","","04","N","3","1","","2","N","12","Y","MRCU","2010","","","","","","","","0","01","3MEHM0CG8AR","1","","3","00","Y","N","999","0","","1","1","02","17","01","PA","","1.0","P4D"
"2016027782","","04","N","3","1","","1","N","12","Y","MRCU","2000","","","","","","","","0","02","1MEFM53U6YG","1","","1","00","Y","N","999","0","","1","1","09","01","06","PA","","1.0","P4D"
"2016027782","","51","N","3","1","","1","N","09","Y","GMC","2006","","","","","","","","0","02","2GTEK63N661","1","","1","00","Y","W","999","0","","2","1","05","01","06","PA","","4.0","TCW"
"2016105393","","15","N","3","1","","3","N","14","Y","FORD","2005","","","","","","","","0","02","1FMZK01185G","2","","3","00","Y","E","999","0","","1","1","01","17","01","PA","","6.0","T4W"
"2016090126","","04","N","2","1","","1","N","12","Y","HYUN","2011","","","","","","","","0","01","5NPEB4AC0BH","1","","1","00","Y","S","025","","","1","1","05","01","13","PA","","1.0","P4D"
"2016090126","","15","N","1","1","","1","N","06","Y","SUBA","2016","","","","","","","","0","01","JF2GPABC5G8","1","","1","00","N","S","020","","","2","1","12","01","13","PA","","1.0","PUT"
"2016049847","","02","N","2","1","","3","N","12","Y","PONT","2006","","","","","","","","0","01","1G2ZH158564","1","","1","00","Y","E","055","0","","1","1","05","01","03","PA","","1.0","PCP"
"2016049847","","04","N","1","1","","3","N","06","Y","VOLK","2012","","","","","","","","0","01","1VWBN7A36CC","1","","1","00","N","E","000","0","","2","1","03","03","03","PA","","1.0","P4D"
"2016103621","","02","N","3","1","","1","N","12","Y","","2013","","","","","","","","0","01","1G6DC1E35D0","1","","1","00","Y","S","999","0","","1","1","05","01","01","PA","","1.0","PCP"
"2016103621","","04","N","1","1","","1","N","06","Y","VOLK","2006","","","","","","","","0","01","3VWST71K06M","1","","1","00","N","S","000","0","","2","1","04","03","01","PA","","1.0","P4D"
"2016032423","","15","N","3","1","","1","N","10","Y","JEEP","2004","","","","","","","","0","02","1J4GW58S74C","1","","1","00","Y","E","999","0","","1","1","04","98","98","PA","","6.0","T4W"
"2016032423","","04","N","3","1","","1","N","01","Y","TOYT","2004","","","","","","","","0","01","4T1BE32K24U","4","","1","00","Y","S","999","0","","2","1","09","01","01","PA","","1.0","P4D"
"2016012390","","04","N","3","1","","1","N","12","Y","VOLK","2009","","","","","","","","0","01","3VWRM71K49M","1","","4","00","Y","N","015","0","","1","1","03","16","01","PA","","1.0","P4D"
"2016012390","","15","N","2","1","","1","N","12","Y","FORD","2015","","","","","","","","0","07","1FM5K8AR9FG","1","","4","03","N","N","030","0","","2","1","03","16","01","PA","","6.0","PUT"
"2016041801","","04","N","3","1","","1","N","12","Y","STRN","2004","","","","","","","","0","01","1G8AJ52FX4Z","1","","1","00","Y","W","025","0","","1","1","04","01","03","PA","","1.0","P4D"
"2016041801","","04","N","1","2","","1","N","06","Y","CHRY","2014","","","","","","","","1","","2C3CCAAG6EH","0","","1","00","N","","000","0","","2","2","05","06","98","PA","","1.0","P4D"
"2016041801","","09","N","1","2","","1","N","06","Y","TOYT","2007","","","","","","","","1","","2T1BR32E67C","0","","1","00","N","","000","0","","3","2","01","06","08","OH","","1.0",""
"2016120011","","15","N","3","1","","4","N","12","U","KIA","2014","","","","","","","","0","01","5XYKTCA6XEG","1","","3","00","Y","S","999","0","","1","1","12","17","09","PA","","1.0","PUT"
"2016120011","","51","N","3","1","","4","N","12","Y","FORD","2008","","","","","","","","0","01","1FTPX14528F","1","","4","00","Y","S","999","0","","2","1","09","16","09","PA","","4.0","T4C"
"2016120011","","69","N","2","2","","1","N","06","U","OTHR","1994","","","","","","","","1","","1355T1424R1","0","","9","00","N","U","000","0","","3","2","03","06","99","PA","","4.0",""
"2016009505","","15","N","3","2","","3","N","00","U","CHEV","2005","","","","","","","","0","01","2CNDL63F956","0","","1","00","Y","N","000","0","","1","1","08","03","01","PA","","6.0","PUT"
"2016136041","","04","N","2","1","","1","N","12","Y","CHEV","2016","","","","","","","","0","01","1G1PE5SBXG7","1","","1","00","Y","S","035","0","","1","1","07","01","01","PA","","1.0","P4D"
"2016136041","","15","N","2","1","","1","N","06","Y","HOND","2010","","","","","","","","0","01","5J6RE4H73AL","1","","1","00","Y","S","000","0","","2","1","04","03","01","PA","","6.0","PUT"
"2016136041","","15","N","1","1","","1","N","06","Y","AUDI","2010","","","","","","","","0","01","WA1LKAFP9AA","1","","1","00","N","S","000","0","","3","1","03","03","01","PA","","6.0","PUT"
"2016088368","","15","N","2","1","","1","N","12","Y","BUIC","2015","","","","","","","","0","01","5GAKVBKD2FJ","1","","1","00","Y","N","999","0","","1","1","12","12","04","PA","","1.0","PUT"
"2016012047","","51","N","1","1","","1","N","03","Y","FORD","2005","","","","","","","","0","02","1FTRX14W45N","1","","1","31","N","W","999","0","","1","1","03","01","01","PA","","4.0","T4C"
"2016012047","","04","N","3","1","","1","N","12","Y","VOLK","2015","","","","","","","","0","02","3VWD17AJ2FM","1","","1","00","Y","S","999","0","","2","1","05","12","01","PA","","1.0","P4D"
"2016002742","","04","N","3","1","","1","N","01","Y","CHRY","2013","","","","","","","","0","01","2C3CCAGT5DH","1","","1","00","Y","N","999","0","","1","1","05","01","09","PA","","1.0","P4D"
"2016064843","","20","N","2","1","","1","N","00","U","HD","2013","","","","","","","","0","01","1HD1KBM17DB","1","","1","00","Y","N","999","0","","1","1","05","12","01","PA","","2.0","MRS"
"2016074828","","02","N","3","1","","1","N","04","Y","HOND","2004","","","","","","","","0","01","1HGCM72694A","1","","3","00","Y","W","099","0","","1","1","07","17","01","PA","","1.0","PCP"
"2016074828","","12","N","2","1","","3","N","12","Y","HOND","2016","","","","","","","","0","01","5FNRL5H39GB","2","","3","00","N","S","099","0","","2","1","05","17","01","PA","","7.0","PSV"
"2016048349","","04","N","3","1","","1","N","01","Y","CHEV","2004","","","","","","","","0","01","1G1ZT52844F","1","","1","00","Y","W","070","0","","1","1","03","01","11","PA","","1.0","P4D"
"2016048349","","51","N","2","2","","1","N","07","Y","FORD","1999","","","","","","","","1","","1FTZF172XXN","0","","1","00","N","","000","0","","2","2","07","06","11","PA","","6.0","TPK"
