"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2013057396","N","N","U","Y","U","Y","1","Y","Y","00050","N","","","","","","","","N","2"
"2013063401","Y","Y","U","Y","Y","Y","1","Y","N","00900","N","","","","","","","","N","2"
"2013067971","","","","","","","","","","","","","","","","","","","","1"
"2013111364","Y","Y","Y","Y","Y","Y","2","Y","Y","00103","N","","","","","","","","N","2"
"2013085100","Y","Y","Y","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","1"
"2013047390","Y","Y","Y","Y","Y","Y","1","Y","Y","01400","N","","","","","","","","N","2"
"2013054247","Y","Y","U","Y","N","N","0","Y","N","01450","Y","Y","Y","N","N","0","Y","Y","N","2"
"2013070579","","","","","","","","","","","","","","","","","","","","1"
"2013099862","Y","Y","N","U","N","N","0","Y","Y","00745","Y","N","U","Y","Y","2","Y","Y","N","1"
"2013116413","U","Y","Y","U","U","Y","1","Y","Y","99999","N","","","","","","","","U","2"
"2013059485","","","","","","","","","","","","","","","","","","","","2"
"2013126903","Y","U","U","U","N","N","0","Y","Y","01000","N","","","","","","","","N","2"
"2013051659","Y","Y","U","Y","","","0","Y","N","01600","N","","","","","","","","N","1"
"2013104918","N","N","N","N","","","0","N","N","00080","N","","","","","","","","N","1"
"2013095613","N","Y","N","Y","U","U","0","Y","N","00500","N","","","","","","","","N","1"
"2013101817","Y","Y","Y","Y","Y","Y","2","Y","Y","01832","N","","","","","","","","N","2"
"2013020277","","","","","","","","","","","","","","","","","","","","3"
"2013094413","","","","","","","","","","","","","","","","","","","","2"
"2013078467","N","N","U","Y","N","N","0","Y","N","01340","N","","","","","","","","N","1"
"2013102757","","","","","","","","","","","","","","","","","","","","2"
"2013051621","","","","","","","","","","","","","","","","","","","","2"
"2013084187","","","","","","","","","","","","","","","","","","","","2"
"2013115617","","","","","","","","","","","","","","","","","","","","1"
"2013057398","N","Y","U","Y","U","Y","1","N","Y","00350","N","","","","","","","","N","1"
"2013065610","N","Y","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","2"
"2013082976","Y","U","U","Y","U","Y","9","Y","U","99999","N","","","","","","","","N","1"
"2013082976","","","","","","","","","","","","","","","","","","","","2"
"2013092559","N","U","Y","Y","U","Y","1","U","N","00750","N","","","","","","","","N","1"
"2013057563","N","N","Y","Y","Y","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2013046168","Y","U","Y","Y","U","Y","1","Y","U","99999","N","","","","","","","","N","2"
"2013056196","Y","Y","U","Y","N","Y","3","Y","Y","01200","N","","","","","","","","N","1"
