"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2013036456","","0","ME","1850678","2018","7","2"
"2013044939","","0","","","","1","1"
"2013004613","","0","OH","TNS8092","2013","7","2"
"2013131216","","0","OH","N/A","9999","6","1"
"2013128078","","0","PA","PT1594G","9999","7","4"
"2013026751","","0","ZZ","99999","2099","7","1"
"2013028017","","0","OK","1945EP","2013","7","1"
"2013121633","","0","PA","PT8531P","2014","7","1"
"2013103512","","0","NC","AY11829","2002","7","2"
"2013007161","","0","PA","PT-22895","13","6","2"
"2013048404","","0","AZ","V67165","13","6","2"
"2013014015","","0","OH","SSK1419","2013","3","1"
"2013052748","","0","PA","HYJ-1600","0114","1","1"
"2013052748","","0","PA","JCC-6747","913","1","2"
"2013105315","","0","","","","6","1"
"2013021168","","0","PA","XHE1832","2013","3","2"
"2013092930","","0","PA","XBH7127","2002","3","1"
"2013004737","","0","ME","1277944","13","7","2"
"2013002126","","0","IN","P253617","2013","7","3"
"2013109326","","0","PA","XFR5259","2014","3","2"
"2013071855","","0","PA","XGW3621","2014","7","2"
"2013106222","","0","PA","PT6082M","9999","7","3"
"2013120330","","0","PA","PT7474V","","7","2"
"2013121202","","0","PA","GGR6423","","1","3"
"2013080898","","0","PA","XHA8922","2013","3","4"
"2013038797","","0","OH","TPZ1263","2016","6","1"
"2013011641","","0","WI","41220","2013","7","2"
"2013062003","","0","IL","DVCVHSA","14","7","2"
"2013071424","","0","PA","JDN8101","2014","1","1"
"2013092508","","0","ZZ","UNK","2099","7","1"
"2013097523","","0","ME","2627033","2026","7","2"
"2013071244","","0","","","","1","2"
"2013084386","","0","PA","PT2024R","2010","6","1"
"2013045481","","0","IL","318400","2013","6","2"
"2013125297","","0","IL","221043ST","2014","7","1"
"2013105421","","0","PA","PT6690R","2014","7","1"
"2013075590","","0","TX","24E183","2015","6","1"
"2013039539","","0","ME","364941Z","2013","7","1"
"2013049234","","0","PA","PT4481L","2013","7","2"
"2013131931","","0","TN","T395296","2013","6","3"
"2013131334","","0","PA","ZCK-4168","2014","2","2"
"2013083485","","0","PA","PT8302P","13","7","2"
"2013032075","","0","IL","294631ST","2013","6","2"
"2013049411","","0","PA","XDK7869","","6","1"
"2013114843","","0","ME","1588058","2015","7","1"
"2013114843","","0","WI","648660","2014","7","2"
"2013022019","","0","IN","P174459","2099","6","2"
"2013075953","","0","PA","PT5107W","2013","3","1"
"2013039383","","0","PA","PT8970T","2013","7","1"
"2013066067","","0","ME","1554669","2015","7","1"
"2013119103","","0","MN","83879ST","2014","6","2"
"2013012968","","0","PA","XCY0761","2013","7","2"
"2013043730","","0","PA","XR23917","2017","3","1"
"2014015533","","0","","","","7","2"
"2013123945","","0","OK","7084FE","2013","7","1"
"2013058981","","0","IN","P251216","2014","7","2"
"2013003628","","0","ME","169773A","2016","7","2"
"2013083330","","0","PA","XHG4242","2014","3","2"
"2013126086","","0","ZG","128BSB/E26T","2013","3","1"
"2013095189","","0","PA","XHH9943","2013","3","2"
"2013087500","","0","SC","2802DK","2013","1","1"
"2013087500","","0","PA","XV78972","2013","3","2"
"2013115916","","0","PA","XDL3644","2013","6","2"
"2013131655","","0","OH","TQE3486","2003","6","1"
"2013029991","","0","OK","6230GU","2014","3","2"
"2013092517","","0","PA","XHD7985","2014","7","2"
"2013080070","","0","TN","U435269","9999","6","2"
"2013043977","","0","ME","1742143","2013","7","1"
"2013061179","","0","PA","XFJ0072","2013","6","1"
