"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2022046853","58CB1TB1XGC","1","PA","XMJ3048","2024","3","1"
"2022084464","00000000000","1","ZZ","999999","2022","7","2"
"2022069096","99999999999","1","NC","CN56849","2023","6","1"
"2022104287","40FSK5336E1","1","OH","TSB2970","2050","7","2"
"2022051605","5MADA36263C","1","PA","PT6361F","2022","7","1"
"2022115838","1RNF48A27JR","1","QC","RH4743X","2023","7","1"
"2022041574","5HLUT12262F","1","PA","XGZ1954","2023","6","2"
"2022062986","5DMFABTB68C","1","PA","PT959J0","2022","6","2"
"2022037421","1GRAA96219B","1","OH","TRQ7104","2009","7","2"
"2022072667","1UYVS253XH7","1","MI","E036192","2017","7","3"
"2022103758","99999999999","1","PA","XLV5866","2023","3","1"
"2022019430","","0","OR","HV08642","2022","7","2"
"2022105584","99999999999","1","ZZ","UNK","","7","2"
"2022088375","99999999999","1","ON","R2328S","2023","7","2"
"2022109454","99999999999","1","PA","XNM9742","","6","2"
"2022051041","5MAMN48245C","1","PA","PT6567H","2023","7","1"
"2022097383","5DMFABTB17C","1","ME","267877D","2022","7","3"
"2022079412","4TCSS2223NH","1","PA","XNN6987","2026","6","1"
"2022054218","5501D1821LS","1","PA","XMF3620","2026","6","2"
"2022103158","1XPBDP9X9HD","1","OH","1112504","2017","7","2"
"2022016879","1S9ESM2T5X1","1","ME","2388164","2023","7","1"
"2022013944","","0","OR","HV37963","2022","7","1"
"2022084046","99999999999","1","","25503","23","7","2"
"2022063828","9326409","1","PA","9326409","2022","8","2"
"2022062092","5JPBU2527FP","1","PA","XHZ5596","2026","6","1"
"2022059709","7FNUH1623M1","1","PA","XNP8599","2022","3","1"
"2022067967","99999999999","1","GA","WMN766","","7","1"
"2022057625","1S12E953XXD","1","NJ","TKX84E","2024","7","1"
"2022096384","4TELS1210M1","1","PA","XNM4773","2022","3","2"
"2022055006","5LKL4823331","1","PA","XJR2457","2023","7","2"
"2022110715","7RA1S1822NS","1","PA","XNS1887","2022","3","3"
"2022013065","13N2512C4K1","1","IN","P826519","9999","7","1"
"2022091758","1UYVS2483L6","1","PA","PT079G6","2020","7","1"
"2022054276","1FVXFBCK2CD","1","PA","AG75163","2023","6","2"
"2022086913","1UYVS253566","1","TX","203C569","2023","7","1"
"2022022080","99999999999","1","SC","78861PT","2099","7","1"
"2022102105","1PMA24327E5","1","WV","C425391","2022","7","1"
"2022095366","5MADA3431GC","1","PA","PT525P0","2016","7","2"
"2022006188","1GR1A0624NB","1","IL","827786ST","","7","1"
