"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2022030791","","2","","","0","N","5","4.0","","","25.0","ROLAND RD"
"2022030791","3.0","2","","522.0","0","E","3","2.0","4070","","35.0","WILDWOOD RD"
"2022030791","","2","","","0","W","4","4.0","","","35.0","TRILLIUM TR"
"2022024114","","2","","","0","E","3","4.0","","","25.0","GREEN BRIER DR"
"2022040555","","2","","","0","E","3","3.0","","","35.0","COAL VALLEY RD"
"2022056010","","2","","","0","E","4","4.0","","","25.0","WASHINGTON ST"
"2022056010","","2","","","0","N","3","4.0","","","25.0","PALMER ST"
"2022005701","","2","","","0","S","3","4.0","","","20.0","WALTON RD"
"2022060951","1.0","2","","571.0","0","S","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2022060951","1.0","2","","2221.0","1","S","4","2.0","8017","","20.0","GLENFIELD INT/RAMP A1 RD"
"2022030141","3.0","2","","157.0","0","N","6","4.0","H001","","25.0","GRANT ST"
"2022091887","","2","","","0","W","3","4.0","","","25.0","PENNSYLVANIA BL"
"2022051381","","2","","","0","E","3","4.0","","","35.0","UNITY CENTER RD"
"2022029808","3.0","2","","1143.0","0","W","3","2.0","4068","","35.0","BAKERSTOWN/WARRENDALE RD"
"2022046231","1.0","2","","211.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2022011969","1.0","2","","1825.0","0","E","3","2.0","3160","","55.0","BUSINESS 376 HW"
"2022110973","3.0","2","","715.0","0","W","4","2.0","3058","","25.0","LYDIA ST"
"2022110973","3.0","2","","340.0","0","S","3","2.0","3056","","25.0","CHESTNUT ST"
"2022081231","2.0","2","","2180.0","0","W","3","2.0","0050","","40.0","MILLERS RUN RD"
"2022064864","","2","","","0","N","5","4.0","","","25.0","PENFIELD CT"
"2022064864","3.0","2","","1136.0","0","E","3","2.0","0008","","35.0","PENN AV"
"2022064864","3.0","2","","1136.0","0","W","4","2.0","0008","","35.0","PENN AV"
"2022051552","3.0","2","","2184.0","0","S","4","2.0","0019","","35.0","WEST END BR"
"2022051552","1.0","2","","438.0","1","N","5","2.0","8055","","20.0","65 NB TO WEST END BR"
"2022051552","3.0","2","","2200.0","0","N","3","2.0","0019","","35.0","WEST END BR"
"2022085183","","2","","","0","N","3","4.0","","","25.0","NIAGARA ST"
"2022042892","","2","","","0","N","3","4.0","","","25.0","BAUSMAN ST"
"2022042892","","2","","","0","S","4","4.0","","","25.0","KNOX AV"
"2022121555","","2","","","0","W","3","4.0","","","25.0","BAUSMAN ST"
"2022003022","3.0","2","","200.0","0","E","3","2.0","2082","","45.0","COXCOMB HILL RD"
"2022018342","","2","","","0","W","3","3.0","","","35.0","COAL VALLEY RD"
"2022062201","","2","","","0","S","3","4.0","","","25.0","6TH AV"
"2022050637","3.0","2","","300.0","0","N","3","2.0","0051","","40.0","CLAIRTON BL"
"2022075851","","2","","","0","E","4","4.0","","","25.0","CENTRE AV"
"2022075851","","2","","","0","S","3","4.0","","","25.0","KIRKPATRICK ST"
"2022036849","","2","","","0","N","3","4.0","","","25.0","GIBSON RD"
"2022098947","","2","","","0","N","4","4.0","","","25.0","HALKET ST"
"2022098947","3.0","2","","715.0","0","E","3","2.0","2108","","25.0","FORBES AV"
"2022123173","1.0","2","","0.0","1","S","4","2.0","8002","","30.0","RAMP M RD"
"2022123173","1.0","2","","525.0","0","N","3","1.0","0579","","55.0","CROSSTOWN BL"
"2022081095","3.0","2","","0.0","0","B","3","2.0","0051","","35.0","WEST CARSON ST"
"2022048281","1.0","2","","166.0","1","E","3","2.0","8041","","20.0","RAMP J RD"
