"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2022033777","Y","N","N","U","Y","Y","2","Y","U","00049","N","","","","","","","","N","2"
"2022086314","N","Y","Y","Y","U","Y","1","Y","Y","00693","N","","","","","","","","N","1"
"2022048695","N","U","Y","Y","U","Y","1","Y","Y","65000","N","","","","","","","","N","2"
"2022049805","Y","Y","U","Y","Y","Y","1","Y","N","01854","N","","","","","","","","N","2"
"2022045068","Y","U","U","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2022024329","N","N","N","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2022077024","N","N","U","Y","Y","Y","1","Y","Y","00373","N","","","","","","","","N","1"
"2022077115","N","N","U","Y","Y","Y","1","Y","Y","00234","N","","","","","","","","N","2"
"2022062544","N","Y","U","Y","U","Y","2","Y","Y","01200","N","","","","","","","","N","2"
"2022085321","Y","Y","Y","Y","N","N","0","Y","Y","00004","N","","","","","","","","N","1"
"2022095253","","","","","","","","","","","","","","","","","","","","2"
"2022065359","Y","Y","N","Y","Y","Y","3","Y","N","00750","N","","","","","","","","N","2"
"2022053176","Y","U","Y","Y","U","Y","1","N","U","00900","N","","","","","","","","N","3"
"2022063541","N","N","U","U","U","U","9","Y","N","00123","N","","","","","","","","N","1"
"2022052886","","","","","","","","","","","","","","","","","","","","1"
"2022095886","N","U","U","Y","U","U","1","Y","Y","00049","N","","","","","","","","N","2"
"2022054023","Y","N","Y","U","N","N","0","Y","Y","00000","N","","","","","","","","N","2"
"2022056255","N","N","U","N","N","N","0","Y","N","99999","N","","","","","","","","N","1"
"2022051397","","","","","","","","","","","","","","","","","","","","2"
"2022091733","N","N","N","Y","N","Y","1","N","N","00200","N","","","","","","","","N","1"
"2022087035","","","","","","","","","","","","","","","","","","","","1"
"2022038621","N","U","U","N","N","N","0","Y","U","00600","N","","","","","","","","N","1"
"2022093864","Y","Y","Y","Y","U","Y","1","Y","Y","00700","N","","","","","","","","N","2"
"2022103263","N","U","U","Y","U","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2022098718","N","Y","N","Y","U","Y","2","Y","U","99999","N","","","","","","","","N","2"
"2022080954","Y","U","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","2"
"2022067857","","","","","","","","","","","","","","","","","","","","2"
"2022051851","Y","N","N","Y","N","N","0","Y","N","01450","N","","","","","","","","N","1"
"2022045900","Y","Y","U","Y","U","Y","2","Y","Y","01000","N","","","","","","","","N","1"
"2022027288","N","Y","U","U","N","N","0","Y","Y","99999","N","","","","","","","","N","1"
"2022046045","U","Y","U","N","U","N","0","Y","Y","00750","N","","","","","","","","N","1"
"2022093498","N","U","Y","Y","U","Y","3","Y","Y","00649","N","","","","","","","","N","1"
"2022094687","","","","","","","","","","","","","","","","","","","","2"
"2022074159","Y","U","N","Y","Y","Y","1","Y","Y","00300","N","","","","","","","","N","1"
"2022045558","Y","U","U","U","N","N","0","Y","N","00883","N","","","","","","","","N","1"
"2022084804","Y","Y","N","Y","Y","Y","3","Y","N","00750","N","","","","","","","","N","1"
"2022092283","Y","Y","Y","Y","N","N","0","Y","Y","01868","N","","","","","","","","N","1"
"2022038231","N","N","N","U","N","N","0","Y","N","00250","N","","","","","","","","N","1"
"2022071290","","","","","","","","","","","","","","","","","","","","2"
"2022059660","","","","","","","","","","","","","","","","","","","","2"
"2022061392","U","U","U","Y","U","U","1","U","U","00654","U","","","","","","","","N","2"
"2022079953","Y","U","U","Y","N","N","0","U","U","01340","N","","","","","","","","N","1"
"2022079804","N","N","U","Y","N","Y","3","Y","Y","00900","N","","","","","","","","N","1"
"2022097621","N","N","U","Y","U","Y","1","Y","Y","00125","N","","","","","","","","N","1"
"2022097131","N","U","Y","Y","Y","Y","1","Y","Y","01783","N","","","","","","","","N","1"
"2022112888","N","U","Y","Y","U","Y","9","Y","Y","300","N","","","","","","","","N","2"
"2022099201","Y","Y","Y","Y","","","0","Y","Y","00000","N","","","","","","","","N","1"
"2022021078","Y","Y","U","Y","N","N","0","Y","Y","00500","N","","","","","","","","N","1"
"2022063175","N","Y","U","Y","Y","Y","3","Y","U","10000","N","","","","","","","","N","2"
"2022097920","N","U","U","Y","U","U","1","Y","N","00250","N","","","","","","","","N","1"
"2022099097","Y","Y","Y","Y","Y","Y","1","Y","Y","01868","N","","","","","","","","N","1"
"2022020754","N","U","Y","Y","Y","Y","1","Y","Y","01731","N","","","","","","","","N","1"
"2022100850","N","Y","N","Y","Y","Y","1","Y","Y","00150","N","","","","","","","","N","2"
"2022051566","Y","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","2"
"2022045555","Y","Y","U","Y","U","Y","2","Y","Y","00000","N","","","","","","","","N","1"
"2022050697","N","U","U","U","U","U","9","U","U","01343","N","","","","","","","","N","1"
"2022079588","","","","","","","","","","","","","","","","","","","","2"
"2022097773","","","","","","","","","","","","","","","","","","","","2"
"2022075529","Y","U","U","U","Y","U","2","Y","N","00050","N","","","","","","","","N","1"
"2022055848","Y","U","U","Y","N","N","0","Y","N","01200","N","","","","","","","","N","2"
"2022031268","N","Y","N","N","N","N","0","Y","Y","00125","N","","","","","","","","N","1"
