"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2005158405","3.0","2","02","0.0","0","N","3","2.0","0019","","45.0","PERRY HW"
"2005158405","3.0","2","02","0.0","0","S","4","2.0","0019","","45.0","PERRY HW"
"2005158405","3.0","2","02","0.0","0","E","5","2.0","4070","","35.0","INGOMAR RD"
"2005420858","3.0","2","02","0.0","0","S","3","2.0","4265","","",""
"2005420858","3.0","2","02","0.0","0","N","4","2.0","4265","","55.0",""
"2005420858","","2","02","0.0","0","E","5","2.0","3921","","",""
"2005420858","1.0","2","02","0.0","1","E","6","2.0","8049","","",""
"2005079073","","2","02","0.0","0","N","4","4.0","","","25.0","TWELVETH ST"
"2005079073","","2","01","0.0","0","W","3","4.0","","","25.0","PENN AV"
"2005418965","","2","02","","0","S","3","3.0","","","25.0","LINDSAY LN"
"2005211608","","2","99","0.0","0","N","3","4.0","","","25.0","AIKEN AV"
"2006000348","","2","04","0.0","0","","3","4.0","","","35.0","ALLIES BL"
"2006000348","","2","02","0.0","0","","4","4.0","","","25.0","MARION ST"
"2005088698","","2","04","0.0","0","E","3","4.0","","","35.0","EAST LIBERTY BL"
"2005088698","","2","04","0.0","0","N","4","4.0","","","25.0","COLLINS AV"
"2005099509","","2","02","0.0","0","N","3","4.0","","","25.0","MOSSFIELD ST"
"2005099509","","2","02","0.0","0","E","4","4.0","","","15.0","AISBETT ST"
"2005161027","","2","02","0.0","0","W","3","4.0","","","35.0","ISLAND AV"
"2005403868","3.0","2","04","0.0","0","S","5","2.0","0008","","35.0",""
"2005403868","3.0","2","04","0.0","0","N","3","2.0","0008","","35.0","PENN AV"
"2005403868","","2","02","0.0","0","E","4","4.0","","","25.0","HOMEWOOD AV"
"2005192699","","2","04","0.0","0","E","3","4.0","","","25.0","BEACON AV"
"2005022121","3.0","2","02","2737.0","0","B","3","2.0","4052","","35.0","PLEASANT HILL RD"
"2005414066","","2","02","","0","E","3","4.0","","","25.0","NASSAU DR"
"2005130213","","2","02","0.0","0","E","4","4.0","","","25.0","MCELHINNY ST"
