"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2010000007","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2010","6","40.47323","-79.93071","","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 28:23.628","","0","79 55:50.556","0","0","0","0","2301","0","0","0","N","0","0","0","1","02301","0","","4.0","","2","N","N","","0","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2010000017","","2","0","0","0","0","0","0","0","0","4","0","","02","1","2010","6","40.480092","-80.041076","","11","0","0","0","0","0","0","1","0","2","0","0","0","","","0","","1","","40 28:48.331","1","0","80 02:27.873","0","0","0","0","2301","0","0","0","N","0","0","0","7","02301","0","","1.0","","9","N","N","","1","","0","0","0","","1","Y","","3","0","0","0","0","0","0","2","0","3","","","","N","","","","","","","","","",""
"2010000202","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2010","6","40.298743","-79.816371","","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","2","","40 17:55.473","","0","79 48:58.937","0","0","0","0","2105","0","0","0","N","0","0","0","1","02105","0","","5.0","","9","N","N","","0","","0","0","0","","3","","","1","0","0","0","0","0","0","1","0","1","","","","N","","","","","","","","","",""
"2010000217","","1","0","0","0","0","0","0","0","0","99","0","","02","1","2010","6","40.532004","-79.769144","","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 31:55.215","","0","79 46:08.917","0","0","0","0","2466","0","0","0","N","0","0","0","1","02466","0","","1.0","","9","N","N","","0","","0","0","0","","0","","","1","0","0","0","0","0","0","1","0","1","","","","N","","","","","","","","","",""
"2010000226","","4","0","0","0","0","0","0","0","0","5","0","","02","1","2010","6","40.453341","-79.891859","","11","0","0","0","0","0","0","0","0","3","0","0","0","","","1","","0","","40 27:12.027","6","0","79 53:30.692","4","0","0","0","2301","0","0","0","N","0","0","0","1","02301","1","","1.0","","9","N","N","","0","","0","0","1","","0","Y","","5","1","0","0","0","0","0","2","0","5","","","","N","","","","","","","","","",""
"2010000230","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2010","6","40.439661","-79.897702","","11","0","0","0","0","0","0","0","0","1","0","0","0","","","1","","0","","40 26:22.780","3","0","79 53:51.728","8","0","0","0","2301","0","0","0","N","0","0","0","2","02301","0","","2.0","","2","N","N","","0","","0","0","0","","0","N","","1","1","0","0","0","1","0","2","0","1","","","","N","","","","","","","","","",""
"2010000251","","1","0","0","0","0","0","0","0","0","4","0","","02","1","2010","6","40.401825","-80.016492","","11","1","0","0","0","0","0","0","0","1","0","0","0","","","0","","3","","40 24:06.570","5","0","80 00:59.371","0","0","0","0","2301","0","0","0","N","0","0","0","3","02301","0","","1.0","","9","N","N","","0","","0","0","1","","3","Y","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2010000296","","0","0","0","0","0","0","0","0","0","8","0","","02","1","2010","6","40.466417","-80.025542","","11","0","0","0","0","0","1","0","0","","0","0","0","","","1","","2","","40 27:59.101","","0","80 01:31.950","8","0","0","0","2301","1","0","0","N","1","0","0","2","02301","0","","1.0","","1","N","N","","1","","0","0","0","","0","","","2","1","0","0","0","1","0","2","0","1","","","","N","","","","","","","","","",""
"2010000311","","2","0","0","0","0","0","0","0","0","4","0","","02","1","2010","6","40.435619","-79.75603","","11","0","1","0","0","0","0","0","0","2","0","0","0","","","2","","0","","40 26:08.228","1","0","79 45:21.708","4","0","0","0","2446","0","0","0","N","0","0","0","6","02446","1","","1.0","","9","N","N","","0","","0","0","0","","0","N","","2","2","2","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2010000314","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2010","6","40.329624","-79.949538","","11","0","0","0","0","0","1","0","0","","0","0","0","","","0","","0","","40 19:46.646","","0","79 56:58.336","0","0","0","0","2454","0","0","0","N","0","0","0","1","02454","0","","5.0","","1","N","N","","0","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
