"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2010063818","N","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2010046439","N","U","U","U","U","U","9","Y","N","99999","N","","","","","","","","N","1"
"2010059643","","","","","","","","","","","","","","","","","","","","2"
"2010081300","","","","","","","","","","","","","","","","","","","","1"
"2010035309","Y","Y","U","Y","U","Y","3","Y","Y","01420","N","","","","","","","","N","1"
"2010070138","N","U","U","U","N","N","0","U","N","99999","N","","","","","","","","N","1"
"2011104690","U","N","U","U","U","U","1","N","N","99999","Y","N","U","U","U","1","N","N","N","1"
"2010063847","N","N","U","N","N","N","0","Y","Y","00250","N","","","","","","","","N","2"
"2010085347","N","Y","U","U","Y","N","2","Y","N","01200","N","","","","","","","","N","2"
"2010035571","Y","Y","Y","Y","N","N","0","Y","N","01000","N","","","","","","","","N","1"
"2010028449","U","U","Y","U","Y","Y","1","N","N","01000","N","","","","","","","","N","1"
"2010091693","N","Y","U","U","U","U","9","Y","N","01000","N","","","","","","","","N","1"
"2010062168","N","Y","N","Y","N","N","0","Y","Y","01449","N","","","","","","","","N","1"
"2010059409","Y","Y","Y","Y","N","N","0","Y","Y","01200","N","","","","","","","","N","2"
"2010079247","N","Y","U","N","U","U","3","Y","N","00000","N","","","","","","","","N","2"
"2010079429","N","U","U","U","U","Y","9","U","U","01500","N","","","","","","","","N","2"
"2010029851","","","","","","","","","","","","","","","","","","","","1"
"2010075168","Y","Y","U","Y","U","U","9","Y","U","01200","N","","","","","","","","N","1"
"2010051087","Y","Y","U","U","N","N","0","Y","Y","01200","N","","","","","","","","N","1"
"2010082511","Y","U","U","Y","Y","Y","1","Y","U","99999","N","","","","","","","","N","2"
"2010086268","","","","","","","","","","","","","","","","","","","","2"
"2010028940","N","Y","U","U","U","U","3","Y","Y","01000","N","","","","","","","","N","1"
"2010060374","N","N","N","N","U","N","9","Y","N","00600","N","","","","","","","","N","1"
"2010042758","","","","","","","","","","","","","","","","","","","","2"
"2010053252","Y","Y","U","Y","Y","Y","3","Y","N","01450","Y","N","Y","U","U","9","Y","N","N","1"
