"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2010089521","3.0","2","2","723.0","0","N","3","2.0","4022","","40.0","MT NEBO RD"
"2010051171","3.0","2","2","2280.0","0","W","3","2.0","1001","","25.0","PITTSBURGH ST"
"2010080830","","2","02","","0","U","4","3.0","","","35.0","WILMERDING RD"
"2010080830","","2","02","","0","U","3","4.0","","","35.0","MONROEVILLE RD"
"2010109462","3.0","2","2","980.0","0","N","3","2.0","1001","","30.0","TENTH AV"
"2010109462","","2","02","","0","W","4","4.0","","","25.0","CORBET ST"
"2010027720","1.0","2","3","1777.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2010116489","3.0","2","2","1254.0","0","N","3","2.0","0051","","40.0","CLAIRTON BL"
"2010019597","3.0","2","2","123.0","0","N","3","2.0","0051","","25.0","SAW MILL RUN BL"
"2010049825","","2","2","752.0","0","N","5","2.0","0065","","55.0","OHIO RIVER BL"
"2010049825","","2","02","918.0","0","S","6","2.0","0065","","55.0","OHIO RIVER BL"
"2010049825","3.0","2","02","0.0","0","S","3","2.0","0019","","40.0","OHIO RIVER BL"
"2010049825","3.0","2","2","0.0","0","N","4","2.0","0019","","40.0","OHIO RIVER BL"
"2010049825","1.0","2","01","0.0","1","S","7","2.0","8055","","35.0","RAMP RD"
"2010049825","1.0","2","01","708.0","1","N","8","2.0","8055","","35.0","RAMP RD"
"2010045882","3.0","2","02","0.0","0","E","3","2.0","0400","","55.0","PENN CR"
"2010045882","","2","02","","0","W","4","4.0","","","25.0","PENN AV"
"2010034394","3.0","2","2","570.0","0","W","3","2.0","1001","","25.0","PITTSBURGH ST"
"2010048668","3.0","2","2","0.0","0","B","3","2.0","4070","","55.0","INGOMAR RD"
"2010048668","","2","02","","0","E","4","4.0","","","35.0","INGOMAR HEIGHTS RD"
"2010048668","","2","02","","0","N","5","4.0","","","35.0","HIGHLAND RD"
"2010006983","3.0","2","2","2281.0","0","N","3","2.0","0051","","25.0","ISLAND AV"
"2010032976","","2","02","","0","W","3","4.0","","","35.0","ROCK RUN RD"
"2010051446","3.0","2","2","1265.0","0","N","3","2.0","0148","","35.0","FIFTH AV"
"2010051446","","2","02","","0","E","4","4.0","","","25.0","LACIVITA WY"
"2010045873","","2","02","","0","N","3","4.0","","","35.0","DORSEYVILLE RD"
"2010045873","","2","02","","0","W","4","4.0","","","25.0","BROWNSHILL RD"
"2010054876","","2","02","","0","E","4","3.0","","","35.0","BETHEL CHURCH RD"
