"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2015091875","Y","Y","Y","Y","Y","Y","3","Y","Y","06000","N","","","","","","","","N","1"
"2015055573","Y","U","U","U","N","N","0","U","U","01164","N","","","","","","","","N","3"
"2015089637","Y","Y","Y","Y","N","N","0","Y","N","01340","N","","","","","","","","N","2"
"2015064991","","","","","","","","","","","","","","","","","","","","2"
"2015052466","Y","Y","U","Y","U","Y","1","Y","Y","00250","N","","","","","","","","N","2"
"2015052466","U","Y","U","Y","U","Y","1","Y","Y","00450","N","","","","","","","","N","3"
"2015106828","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2015062686","N","Y","Y","Y","Y","Y","2","Y","Y","01000","Y","Y","Y","Y","Y","2","Y","Y","N","2"
"2015094935","N","Y","U","Y","Y","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2015052477","U","U","N","U","U","U","9","Y","U","00650","Y","U","U","U","U","9","U","U","N","1"
"2015077380","","","","","","","","","","","","","","","","","","","","2"
"2015059228","","","","","","","","","","","","","","","","","","","","2"
"2015109880","U","U","Y","U","U","U","9","U","U","00600","N","","","","","","","","N","2"
"2015047879","N","Y","U","Y","U","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2015059405","","","","","","","","","","","","","","","","","","","","1"
"2015061406","","","","","","","","","","","","","","","","","","","","2"
"2015094661","N","N","Y","U","U","Y","1","Y","Y","00600","N","","","","","","","","N","2"
"2015084110","N","Y","N","N","N","N","0","Y","N","80000","N","","","","","","","","N","2"
"2015088485","","","","","","","","","","","","","","","","","","","","2"
"2015115353","N","Y","U","Y","Y","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2015127272","","","","","","","","","","","","","","","","","","","","1"
"2015089790","N","N","U","Y","U","U","9","Y","N","99999","N","","","","","","","","N","1"
"2015096765","U","U","U","U","U","U","9","U","U","00600","N","","","","","","","","U","1"
