"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2015053538","","12","N","3","1","","5","N","11","Y","CHRY","2013","","","","","","","","0","01","2C4RC1BGXDR","1","","1","00","Y","E","035","0","","1","1","99","01","01","PA","","7.0","PSV"
"2015053538","","15","N","2","1","","5","N","06","Y","TOYT","2015","","","","","","","","0","01","5TDBKRFH8FS","1","","1","00","N","E","000","0","","2","1","02","03","01","PA","","6.0","PUT"
"2015053538","","04","N","1","1","","5","N","06","Y","FORD","2014","","","","","","","","0","01","3FA6P0SU6ER","1","","1","00","N","E","000","0","","3","1","02","03","01","PA","","1.0","P4D"
"2015086829","","73","Y","3","1","","3","N","01","Y","ISU","2004","","","","","","","","0","02","JALC4B14347","1","","1","00","Y","S","999","0","","1","1","03","01","01","PA","","4.0","TTB"
"2015136364","","12","N","0","1","","1","N","11","Y","CHRY","2008","","","","","","","","0","01","3A8FY48B98T","1","","1","00","N","N","005","0","","1","1","03","12","04","PA","","1.0","PSV"
"2015136364","","","","","","","","N","","","","","Y","4.0","99.0","1.0","U","1.0","U","0","","","1","","","","","","","","","2","30","","99","99","","","31.0",""
"2015068373","","15","N","1","1","","1","N","12","Y","JEEP","2004","","","","","","","","0","02","1J4GW58N44C","2","","1","00","N","W","999","0","","1","1","03","01","03","PA","","6.0","T4W"
"2015068373","","51","N","1","1","","1","N","06","Y","FORD","2006","","","","","","","","0","01","1FTPX14576N","3","","1","00","N","W","000","0","","2","1","12","03","03","PA","","4.0","T4C"
"2016001120","","04","N","3","1","","2","N","12","Y","TOYT","2004","","","","","","","","0","01","2T1BR32E44C","1","","1","00","Y","E","073","0","","1","1","01","01","01","PA","","1.0","P4D"
"2015108567","","04","N","3","1","","3","N","12","U","PONT","2006","","","","","","","","0","01","1G2ZF55B964","1","","1","00","Y","S","999","","","1","1","05","01","07","PA","","1.0","P4D"
"2015079533","","04","N","3","1","","1","N","02","Y","KIA","2010","","","","","","","","0","02","KNAFU4A24A5","1","","1","00","Y","N","999","0","","1","1","02","01","01","PA","","1.0","P4D"
"2016013255","","15","N","9","1","","1","N","06","Y","MERZ","2007","","","","","","","","0","01","4JGCB65E27A","4","","1","00","N","E","000","","","1","1","99","03","01","PA","","6.0","PUT"
"2016013255","","51","N","9","1","","1","N","12","Y","CHEV","2008","","","","","","","","0","01","1GCEK14C08E","1","","1","00","N","E","035","","","2","1","99","01","01","PA","","4.0","TPK"
"2015031617","","15","N","3","1","","4","N","12","Y","KIA","2008","","","","","","","","0","01","KNDJE723787","1","","1","00","Y","W","999","0","","1","1","04","12","04","PA","","6.0","PUT"
"2015031617","","04","N","3","1","","4","N","02","Y","HYUN","2014","","","","","","","","0","03","5NPDH4AE0EH","1","","1","00","Y","N","999","0","","2","1","02","01","03","VA","","1.0","P4D"
"2015066116","","15","N","3","1","","3","N","02","Y","JEEP","2004","","","","","","","","0","01","1J4GW48S64C","1","","1","00","Y","E","035","0","","1","1","05","04","07","PA","","6.0","T4W"
"2015066116","","15","N","2","2","","1","N","12","Y","KIA","2015","","","","","","","","1","","KNDJN2A27F7","0","","1","00","N","","000","0","","2","2","04","06","98","PA","","6.0","PUT"
"2015066116","","51","N","1","2","","1","N","09","Y","GMC","2015","","","","","","","","1","","3GTU2VEC9FG","0","","","00","N","","000","0","","3","2","05","06","98","PA","","4.0","TCW"
"2015035834","","04","N","3","1","","1","N","12","Y","SUZI","2004","","","","","","","","0","01","KL5JD52Z84K","1","","1","00","Y","S","999","0","","1","1","05","01","03","PA","","1.0","P4D"
"2015035834","","51","N","3","1","","1","N","06","Y","FORD","2001","","","","","","","","0","01","1FTRW08L91K","2","","1","00","Y","S","000","0","","2","1","03","03","03","PA","","4.0","TCW"
"2016006496","","04","N","3","1","","3","N","01","U","NISS","2014","","","","","","","","0","02","1N4AL3AP3EN","1","","3","00","Y","E","999","0","","1","1","05","17","01","PA","","1.0","P4D"
"2015124086","","69","N","3","1","","3","N","12","Y","DODG","2014","","","","","","","","0","01","1C6RR7FM5ES","1","","3","00","Y","S","035","0","","1","1","01","17","98","TX","","4.0",""
"2015021134","","04","N","3","3","","1","N","11","Y","NISS","2003","","","","","","","","0","01","3N1CB51D23L","1","","1","00","Y","N","999","0","","1","1","07","01","01","PA","","1.0","P4D"
"2015085512","","","N","9","3","","1","N","12","U","","","","","","","","","","0","99","","1","","3","00","N","E","999","0","","1","5","99","17","01","ZZ","","99.0",""
"2015085512","","15","N","3","1","","1","N","02","N","LEXS","2005","","","","","","","","0","02","JTJHA31U250","2","","3","00","Y","E","999","0","","2","1","12","17","01","PA","","1.0","PUT"
"2015020304","","15","N","3","1","","1","N","11","Y","FORD","2005","","","","","","","","0","02","1FMYU93135K","1","","1","00","Y","N","999","0","","1","1","01","10","01","PA","","6.0","PUT"
"2015020304","","04","N","1","1","","1","N","10","Y","HOND","2008","","","","","","","","0","01","2HGFA55588H","2","","1","00","N","W","000","0","","2","1","12","03","01","NC","","1.0","P4D"
"2015020304","","15","N","1","2","","1","N","06","Y","FORD","2015","","","","","","","","1","","1FM5K8F80FG","0","","","00","N","","000","0","","3","2","05","06","98","PA","","6.0","PUT"
"2015020304","","51","N","2","1","","1","N","09","Y","DODG","2014","","","","","","","","0","01","1C6RR7FT9ES","1","","1","00","N","W","000","0","","4","1","05","03","01","PA","","4.0","TCW"
"2015118567","","51","N","1","1","","1","N","06","Y","FORD","2006","","","","","","","","0","01","1FTSW21P36E","1","","1","00","N","W","005","0","","1","1","08","14","09","PA","","4.0","TCW"
"2015118567","","15","N","3","1","","1","N","02","Y","CHEV","2012","","","","","","","","0","01","2GNFLGE50C6","1","","1","00","Y","N","010","0","","2","1","08","01","01","PA","","6.0","PUT"
"2015018707","","04","N","3","1","","1","N","12","Y","HOND","2008","","","","","","","","0","01","1HGFA16578L","1","","1","00","Y","S","999","0","","1","1","08","01","01","PA","","1.0","P4D"
"2015018707","","51","N","1","1","","1","N","06","Y","FORD","2012","","","","","","","","0","02","1FTFX1ET8CF","5","","1","00","N","S","999","0","","2","1","05","01","01","PA","","4.0","T4C"
"2015108175","","04","N","2","1","","3","N","12","Y","SUBA","2014","","","","","","","","0","01","JF1GJAC66EH","1","","1","00","Y","S","999","0","","1","1","07","01","07","PA","","1.0","P4D"
"2015108175","","04","N","1","1","","2","N","07","U","ACUR","2016","","","","","","","","0","01","19UDE2F72GA","1","","1","00","N","N","000","0","","2","1","03","03","01","DE","","1.0","P4D"
"2015108175","","50","N","2","1","","2","N","11","U","CHEV","2009","","","","","","","","0","01","3GNFK22069G","3","","1","00","N","N","000","0","","3","1","05","03","03","PA","","4.0","TSP"
"2015108175","","04","N","1","1","","2","N","11","U","VOLK","2006","","","","","","","","0","01","3VWSF71K16M","1","","1","00","N","N","000","0","","4","1","05","03","03","PA","","1.0","P4D"
"2015108175","","02","N","1","1","","2","N","10","U","","1999","","","","","","","","0","01","1G6ET1290XU","3","","1","00","N","N","000","0","","5","1","02","03","03","PA","","1.0","PCP"
"2015108175","","04","N","0","1","","2","N","00","U","HOND","1997","","","","","","","","0","01","1HGCE6670VA","1","","1","00","N","N","000","0","","6","1","08","03","06","PA","","1.0","P4D"
"2015016887","","51","N","2","1","","1","N","14","Y","GMC","2007","","","","","","","","0","02","1GTEC14C57Z","2","","1","00","Y","U","999","0","","1","1","02","14","11","PA","","4.0","TPK"
"2015091875","","20","N","2","1","","1","N","12","Y","SUZI","2013","","","","","","","","0","01","JS1VY56A5D2","1","","1","00","Y","W","025","0","","1","1","05","01","01","PA","","2.0","MRS"
"2015091875","","01","N","1","1","","1","N","02","Y","CHRY","2004","","","","","","","","0","01","1C3EL55R44N","1","","1","00","N","E","025","0","","2","1","03","12","07","PA","","1.0","PCV"
"2015108175","","04","N","2","1","","2","N","00","U","FORD","2008","","","","","","","","0","01","3FAHP07Z88R","1","","1","00","Y","N","999","0","","7","1","02","01","01","PA","","1.0","P4D"
"2015108175","","","","","","","","N","","","","","U","1.0","99.0","0.0","U","1.0","Y","0","","","1","","","","","","","","","8","30","","99","99","","","31.0",""
"2015099493","","05","N","3","1","","1","N","12","Y","PONT","2004","","","","","","","","0","02","5Y2SL62834Z","2","","1","00","Y","E","025","0","","1","1","07","02","01","PA","","1.0","P4H"
"2015099493","","04","N","2","1","","1","N","06","Y","MAZD","2008","","","","","","","","0","01","JM1BK324181","1","","1","00","N","E","999","0","","2","1","01","12","01","PA","","1.0","P4D"
"2015020398","","15","N","3","1","","1","N","12","Y","FORD","2002","","","","","","","","0","01","1FMZU67E12U","1","","4","00","Y","W","025","0","","1","1","02","16","01","FL","","6.0","PUT"
