"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2015069924","","2","02","","0","N","3","4.0","","","25.0","ARLINGTON AV"
"2015052124","","2","02","","0","E","3","4.0","","","25.0","BAILEY AV"
"2015091317","","2","02","","0","S","3","3.0","","","35.0","CORAOPOLIS RD"
"2015021751","","2","04","","0","W","3","4.0","","","25.0","5TH AV"
"2015018707","1.0","2","2","344.0","0","S","3","2.0","0051","","40.0","CLAIRTON BL"
"2015120047","","2","02","","0","E","4","4.0","","","25.0","JAMES ST"
"2015120047","","2","02","","0","S","3","4.0","","","25.0","JAMES ET"
"2015001808","","2","02","","0","W","3","4.0","","","25.0","CEDARHURST ST"
"2015114423","","2","02","","0","W","5","4.0","","","25.0","HOMEWOOD AV"
"2015114423","3.0","2","2","0.0","0","N","3","2.0","0008","","35.0","PENN AV"
"2015114423","3.0","2","2","0.0","0","S","4","2.0","0008","","35.0","PENN AV"
"2015100956","3.0","2","2","520.0","0","N","3","2.0","2058","","35.0","HULTON RD"
"2015116553","","2","02","","0","S","3","4.0","","","25.0","BROWNSVILLE RD"
"2015089919","3.0","2","2","2370.0","0","N","3","2.0","0885","","35.0","BL OF THE AL"
"2015089919","","2","02","","0","E","4","4.0","","","25.0","MARION ST"
"2015007476","","2","02","","0","W","3","4.0","","","25.0","GLASGOW RD"
"2015108175","","2","03","","0","S","3","4.0","","","25.0","WASHINGTON PL"
"2015099493","","2","02","","0","N","4","4.0","","","25.0","ROSECLIFF DR"
"2015099493","3.0","2","2","1782.0","0","E","3","2.0","4011","","35.0","BABCOCK BL"
"2015115465","","2","04","","0","E","4","4.0","","","25.0","LIBERTY AV"
"2015115465","","2","02","","0","S","3","4.0","","","15.0","7TH ST"
"2015060193","3.0","2","2","1614.0","0","S","3","2.0","0008","","35.0","WASHINGTON BL"
"2015040678","","2","02","","0","E","3","4.0","","","25.0","WABASH ST"
"2015108945","","2","02","","0","N","4","4.0","","","20.0","PORTER ST"
"2015108945","","2","02","","0","E","3","4.0","","","20.0","ELWYN AV"
"2015029662","","2","02","","0","W","3","4.0","","","25.0","DICKEY RD"
