"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2020072801","Y","Y","Y","Y","Y","Y","3","Y","N","01300","N","","","","","","","","N","1"
"2020059914","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","1"
"2020047936","Y","Y","U","Y","N","N","0","Y","U","01200","N","","","","","","","","N","1"
"2020058116","N","N","N","N","N","N","0","Y","N","00200","Y","N","N","N","N","0","N","N","N","1"
"2020043883","Y","U","U","Y","U","U","3","Y","N","00096","N","","","","","","","","N","1"
"2020044608","N","U","Y","Y","U","Y","1","U","U","01000","N","","","","","","","","N","1"
"2020069489","N","Y","U","Y","Y","Y","1","Y","N","00250","N","","","","","","","","N","2"
"2020039024","N","Y","N","Y","U","Y","1","Y","Y","00847","N","","","","","","","","N","1"
"2020089145","N","N","U","N","N","N","0","Y","U","99999","N","","","","","","","","N","1"
"2020073199","Y","Y","Y","Y","Y","Y","3","Y","N","01687","N","","","","","","","","N","1"
"2020073199","Y","Y","Y","Y","Y","Y","3","Y","N","01687","N","","","","","","","","N","2"
"2020052194","N","Y","Y","Y","Y","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2020038833","Y","Y","U","Y","N","N","0","Y","N","00000","N","","","","","","","","N","2"
"2020074720","N","N","N","N","U","U","9","N","N","00150","N","","","","","","","","N","1"
"2020065676","N","N","U","N","N","N","0","N","N","00750","N","","","","","","","","N","1"
"2020013096","Y","Y","Y","U","U","U","9","Y","Y","99999","N","","","","","","","","N","1"
"2020012963","N","Y","Y","Y","","","0","Y","Y","01450","N","","","","","","","","N","1"
"2020095284","N","Y","U","N","U","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2020054668","N","N","N","N","N","U","0","N","N","99999","N","","","","","","","","N","1"
"2020053698","N","N","U","N","Y","Y","1","Y","N","00599","N","","","","","","","","N","1"
"2020050916","Y","U","Y","Y","N","N","0","Y","U","01200","N","","","","","","","","N","2"
"2020037824","N","Y","N","Y","Y","Y","1","Y","N","00805","N","","","","","","","","N","1"
"2020049462","","","","","","","","","","","","","","","","","","","","1"
"2020084412","N","N","Y","N","U","Y","1","Y","Y","00650","N","","","","","","","","N","1"
"2020049954","N","Y","Y","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2020064825","N","N","N","N","N","N","0","Y","N","00250","N","","","","","","","","N","1"
"2020055487","N","U","U","U","N","N","0","Y","Y","00600","N","","","","","","","","N","1"
"2020044967","N","N","U","U","U","Y","1","N","N","00750","N","","","","","","","","N","2"
"2020060612","N","Y","Y","Y","U","Y","3","Y","Y","01200","N","","","","","","","","N","2"
"2020086696","Y","N","U","Y","U","Y","1","Y","Y","15000","N","","","","","","","","N","1"
"2020079466","N","Y","U","Y","U","Y","1","Y","Y","00600","N","","","","","","","","N","1"
"2020064440","N","N","U","Y","Y","Y","1","Y","N","00400","N","","","","","","","","N","2"
"2020079969","N","Y","Y","Y","Y","Y","2","Y","Y","00750","N","","","","","","","","N","1"
"2020056389","N","N","N","U","U","N","1","N","N","00900","N","","","","","","","","N","2"
"2020088613","N","U","U","Y","Y","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2020055088","N","N","N","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","1"
"2020073848","N","N","Y","Y","Y","Y","1","Y","Y","01330","N","","","","","","","","N","1"
"2020094754","Y","Y","U","U","U","Y","3","Y","Y","16000","N","","","","","","","","N","1"
"2020075823","N","Y","U","N","N","N","0","Y","Y","01802","N","","","","","","","","N","2"
"2020028580","N","U","Y","Y","U","Y","1","Y","Y","00125","N","","","","","","","","N","2"
"2020067396","Y","N","U","Y","N","","0","N","N","00650","N","","","","","","","","N","3"
"2020079741","N","N","U","N","N","N","0","N","N","01600","N","","","","","","","","N","2"
"2020092793","U","U","U","U","U","U","","U","U","99999","N","","","","","","","","N","1"
"2020064944","N","U","U","U","U","U","1","Y","N","99999","N","","","","","","","","N","1"
"2020064944","N","U","U","Y","U","U","1","Y","Y","99999","N","","","","","","","","N","2"
"2020057880","N","Y","Y","N","N","N","0","Y","Y","00600","N","","","","","","","","N","2"
"2020063762","N","N","U","Y","U","N","1","Y","N","00900","N","","","","","","","","N","1"
"2020045275","N","N","N","N","N","N","0","Y","N","01000","N","","","","","","","","N","1"
"2020035950","Y","Y","Y","Y","","","0","Y","Y","01380","N","","","","","","","","N","1"
"2020078541","N","U","U","N","U","N","0","Y","U","99999","N","","","","","","","","N","1"
"2020040463","N","Y","U","Y","U","Y","9","Y","Y","01200","N","","","","","","","","N","1"
"2020062646","Y","U","U","N","U","Y","1","Y","Y","50000","N","","","","","","","","N","1"
"2020085208","N","Y","N","N","N","N","0","Y","Y","00750","N","","","","","","","","N","2"
"2020011985","N","N","Y","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2020003297","","","","","","","","","","","","","","","","","","","","2"
"2020057005","N","N","N","Y","","","0","Y","N","01450","N","","","","","","","","N","1"
"2020073323","","","","","","","","","","","","","","","","","","","","2"
"2020050114","","","","","","","","","","","","","","","","","","","","1"
"2020066123","Y","Y","U","Y","U","Y","1","Y","Y","01584","N","","","","","","","","N","1"
