"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2006064726","","0","PA","XBH7902","07","3","1"
"2006064726","","0","PA","PT0774K","06","7","3"
"2006107387","","0","","","","7","1"
"2006108220","","0","PA","PT6625","","7","1"
"2006091048","","0","IL","289962","2006","6","1"
"2006092030","","0","","","","6","2"
"2006084029","","0","PA","XM96610","07","3","2"
"2006004358","","0","PA","XT42881","06","7","1"
"2006129307","","0","","","","7","1"
"2006023269","","0","","IBMZ","","6","1"
"2006200882","","1","","","","7","2"
"2007008374","","0","PA","XCF2230","","3","1"
"2007004515","","0","TL","9322I8","","7","2"
"2007004517","","0","IN","P49B2S","","7","1"
"2006104636","","0","PA","XZ-40651","2007","7","2"
"2006117217","","0","ME","5TRW77","","7","1"
"2006090892","","0","PA","PT0751J","2005","6","2"
"2006084497","","0","PA","PT4554F","2003","6","2"
"2007000329","","0","IL","T200810","","7","1"
"2006019023","","0","","NIA","","","1"
"2006018164","","0","OH","TNA764","","6","1"
"2006019366","","0","ME","W63T8","","7","1"
"2006093046","","0","","","","","2"
"2006114345","","0","MG","O796G4","","7","1"
"2006100956","","0","NC","BN4WIB","","7","1"
"2006020441","","0","PA","476ZO64","","5","1"
"2006063290","","0","IA","RY7740","2006","6","1"
"2006085611","","0","IL","3026L9ST","","7","1"
"2006121011","","0","NJ","T694ZB","2007","7","1"
"2006077428","","0","MO","9B","","6","1"
"2006023401","","0","ME","2715632","","6","1"
"2006070633","","0","PA","X3-26514","2007","3","1"
"2006018537","","0","","PT73Y9C","","7","2"
"2007011750","","0","ON","BIY9BL","","7","1"
"2006047690","","0","","X0H2029","","8","1"
"2006085816","","0","NJ","T357JL","","7","2"
"2006053412","","0","","","","3","2"
"2006076823","","0","","","","6","1"
"2006046761","","0","TN","TR4J10","206","7","4"
"2006119302","","0","PA","863XB","","7","1"
"2006085093","","0","","U0RNWN","","7","1"
"2006120823","","0","OR","8IG344","","6","1"
"2006018900","","0","ME","09J508Y2","","7","1"
"2006018900","","0","","I","","","2"
"2006064586","","0","PA","XSSY3I8","","3","1"
"2006058755","","0","NY","AP63201","2006","3","2"
"2006089895","","0","PA","XCP9552","06","9","1"
"2006046494","","0","PA","4MS77S","","3","2"
"2006046494","","0","PA","XW90JG","2006","3","3"
"2006089343","","0","OH","PUJ4Z73","","6","2"
"2006061102","","0","","UNW0WN","","7","1"
"2006075749","","0","RI","T6S95Y","","7","1"
"2006087478","","0","IL","T9S696","","7","2"
"2006022596","","0","PA","XL91620","2006","3","1"
"2006100962","","0","","IY2637","","6","1"
"2006037640","","0","","","","","2"
"2006128934","","0","CA","4CH1733","","6","2"
"2006061141","","0","NC","P55SZ98","","7","2"
"2006125779","","0","PA","XCH4145","2007","3","2"
"2006086985","","0","","XV568Q","","3","1"
"2007002563","","0","ON","0Y90YD","2003","6","2"
"2006092644","","0","","KIGZ72","","7","1"
"2006046798","","0","TA","XCC1YYS","","3","1"
"2006044596","","0","","NIA","","","1"
"2006074370","","0","PA","XCFYM","","7","2"
"2006111210","","0","","","","9","1"
"2006076429","","0","","W8BG8","","7","1"
"2006050164","","0","NE","70I72","","6","1"
"2006074188","","0","","","","7","2"
"2006032695","","0","PA","XCA4176","2007","3","3"
"2006061867","","0","PA","PT1775B","99-9","6","2"
"2006100175","","0","","","","","4"
"2006084185","","0","","","","7","1"
"2006119329","","0","ON","M799H","","7","1"
"2006068428","","0","","","","","2"
"2006114659","","0","","","","8","1"
"2006100186","","0","","Z175I3","","7","2"
"2006067139","","0","IL","T2O233","","6","2"
"2006115287","","0","PA","XL11245","0907","7","1"
"2006030995","","0","FL","C9318V","","7","1"
"2006064628","","0","PA","X5Q349","","7","2"
"2006074741","","0","","","","7","1"
"2006128312","","0","PA","XW80242","0108","6","1"
"2006109352","","0","ME","1088922","2001","6","3"
"2006019373","","0","","Z60U0","","7","1"
"2006058919","","0","PA","XS63709","2006","3","2"
"2006051097","","0","ME","153Q19","","7","1"
"2006051097","","0","WZ","BWRM4","","7","2"
"2006097507","","0","CH","TN07664","","7","2"
"2006089058","","0","","C","","","1"
"2006117262","","0","PA","XBMZ9G","","5","2"
