"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2006110002","N","U","Y","U","U","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2006072140","N","N","Y","Y","Y","Y","1","Y","Y","01300","U","","","","","","","","N","1"
"2006130135","","","","","","","","","","","","","","","","","","","","1"
"2007002423","","","","","","","","","","","","","","","","","","","","2"
"2006205508","U","U","U","U","U","U","9","U","U","00000","N","","","","","","","","U","1"
"2006085956","N","N","N","Y","Y","Y","1","Y","Y","00900","N","","","","","","","","N","1"
"2006065484","","","","","","","","","","","","","","","","","","","","1"
"2006127898","","","","","","","","","","","","","","","","","","","","2"
"2006096797","N","Y","U","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","1"
"2006064084","N","N","U","Y","Y","Y","1","Y","Y","00800","N","","","","","","","","N","2"
"2006057984","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","1"
"2006007904","N","N","U","N","U","Y","1","Y","Y","01000","N","","","","","","","","N","1"
"2006093005","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","1"
"2006096782","N","Y","U","Y","Y","Y","1","Y","Y","59900","N","","","","","","","","N","2"
"2006074530","N","N","U","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","2"
"2006208792","U","U","U","U","U","U","9","U","U","00000","N","","","","","","","","U","1"
"2006078305","","","","","","","","","","","","","","","","","","","","1"
"2006090019","Y","U","U","Y","U","U","9","Y","U","00000","N","","","","","","","","N","1"
"2007000510","N","U","U","Y","Y","U","0","Y","Y","99999","N","","","","","","","","N","1"
"2006091274","N","N","U","Y","Y","Y","1","N","N","00998","N","","","","","","","","N","1"
"2006066881","N","N","Y","Y","Y","Y","1","Y","N","01300","N","","","","","","","","N","1"
"2006118782","","","","","","","","","","","","","","","","","","","","1"
"2006078913","N","N","U","Y","","","0","Y","N","01100","N","","","","","","","","N","2"
"2006047630","U","U","U","U","U","U","1","U","U","99999","Y","U","U","U","U","1","U","U","U","2"
"2006070382","N","Y","U","U","N","N","0","Y","Y","01600","N","","","","","","","","N","1"
"2006019494","","","","","","","","","","","","","","","","","","","","2"
"2006109580","","","","","","","","","","","","","","","","","","","","2"
"2006084497","N","N","N","N","N","N","0","Y","Y","01063","N","","","","","","","","N","1"
"2006056991","","","","","","","","","","","","","","","","","","","","2"
"2006074291","Y","Y","U","Y","N","N","0","Y","N","01450","N","","","","","","","","N","2"
"2006059147","","","","","","","","","","","","","","","","","","","","2"
"2006080605","U","U","U","Y","U","Y","1","U","U","99999","N","","","","","","","","U","1"
"2006026779","Y","N","Y","U","Y","Y","9","Y","Y","00000","N","","","","","","","","N","1"
