"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2019037169","1.0","2","","0.0","0","E","3","2.0","0022","","55.0","SR 0022 HW"
"2019037169","1.0","2","","0.0","1","E","4","2.0","8028","","20.0","IMPERIAL INT/RAMP N RD"
"2019124204","1.0","2","","2201.0","0","S","3","1.0","0279","","55.0","NORTH HILLS EX"
"2019048063","","2","","","0","N","5","4.0","","","25.0","THIRD ST"
"2019048063","3.0","2","","0.0","0","E","3","2.0","0030","","35.0","LINCOLN HW"
"2019048063","3.0","2","","0.0","0","W","4","2.0","0030","","35.0","LINCOLN HW"
"2019123479","3.0","2","","909.0","0","S","3","2.0","0019","","45.0","WASHINGTON RD"
"2019030216","","2","","","0","N","3","4.0","","","25.0","PIONEER AV"
"2019030216","","2","","","0","W","4","4.0","","","25.0","BROOKLINE BL"
"2019134988","3.0","2","","738.0","0","E","3","2.0","0030","","40.0","LINCOLN HW"
"2019023055","3.0","2","","1488.0","0","N","3","2.0","0088","","35.0","LIBRARY RD"
"2019095104","3.0","2","","2080.0","0","E","4","2.0","2008","","40.0","MILL HILL RD"
"2019095104","","2","","","0","W","5","4.0","","","40.0","CIRCLE DR"
"2019095104","3.0","2","","1445.0","0","N","3","2.0","0048","","35.0","SCENERY DR"
"2019031942","","2","","","0","N","4","4.0","","","15.0","MURTLAND AV"
"2019031942","","2","","","0","E","3","4.0","","","15.0","MONTICELLO ST"
"2019123148","3.0","2","","275.0","0","N","3","2.0","4012","","30.0","UNION AV"
"2019123148","3.0","2","","0.0","0","W","4","2.0","4023","","30.0","NEW BRIGHTON RD"
"2019123148","","2","","","0","S","5","4.0","","","25.0","HOME AV"
"2019008354","1.0","2","","0.0","1","S","4","2.0","8006","","35.0","BATES ST INT/RAMP D RD"
"2019008354","1.0","2","","1491.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2019071346","","2","","","0","W","4","4.0","","","25.0","DICKEY RD"
"2019071346","3.0","2","","810.0","0","E","3","2.0","0910","","35.0","GIBSONIA RD"
"2019020260","","2","","","0","W","3","4.0","","","25.0","PENNSYLVANIA AV"
"2019047400","3.0","2","","210.0","0","N","3","2.0","0051","","40.0","CLAIRTON BL"
"2019047400","3.0","2","","295.0","0","S","4","2.0","0051","","40.0","CLAIRTON BL"
"2019047400","3.0","2","","0.0","0","W","5","2.0","2046","","25.0","STREETS RUN RD"
"2019091726","","2","","","0","S","4","4.0","","","25.0","BRIGHTON RD"
"2019091726","","2","","","0","W","3","4.0","","","25.0","W NORTH AV"
"2019077943","3.0","2","","907.0","0","S","3","2.0","4057","","35.0","ROOSEVELT RD"
"2019057147","3.0","2","","2453.0","0","W","4","2.0","3108","","45.0","NORTH BRANCH RD"
"2019057147","3.0","2","","0.0","0","S","3","2.0","0978","","45.0","BATEMAN RD"
"2019101855","","2","","428.0","0","E","3","5.0","7076","","65.0","EAST/WEST TU"
"2019032731","3.0","2","","1170.0","0","N","3","2.0","4011","","35.0","ROCHESTER RD"
"2019023101","","2","","","0","N","4","4.0","","","35.0","BANKSVILLE AV"
"2019023101","3.0","2","","70.0","0","N","3","2.0","0019","","35.0","BANKSVILLE RD"
"2019101814","","2","","","0","E","5","4.0","","","25.0","STANTON AV"
"2019101814","3.0","2","","600.0","0","E","3","2.0","2122","","25.0","BUTLER ST"
"2019101814","","2","","","0","E","4","4.0","","","25.0","FIFTYFIRST ST"
"2019119725","3.0","2","","860.0","0","S","3","2.0","0008","","40.0","WILLIAM FLINN HW"
"2019049551","","2","","","0","S","3","4.0","","","25.0","WHEELER ST"
"2019012352","1.0","2","","1457.0","0","S","3","2.0","0065","","55.0","OHIO RIVER BL"
"2019097395","","2","","","0","S","4","4.0","","","25.0","PATTERSON RD"
"2019097395","3.0","2","","499.0","0","E","3","2.0","3009","","35.0","SOUTH PARK RD"
"2019109795","3.0","2","","1296.0","0","S","3","2.0","4003","","40.0","MCKNIGHT RD"
"2019042875","","2","","","0","N","4","4.0","","","25.0","BEECHWOOD BL"
"2019042875","","2","","","0","E","3","4.0","","","25.0","HASTINGS ST"
"2019124581","3.0","2","","390.0","0","E","3","2.0","3077","","30.0","BEAVER GRADE RD"
"2019107959","","2","","","0","S","4","4.0","","","25.0","DENNISTON ST"
"2019107959","","2","","","0","E","3","4.0","","","25.0","NORTHUMBERLAND ST"
"2019093902","3.0","2","","1658.0","0","E","3","2.0","2058","","35.0","LEECHBURG RD"
"2019135309","1.0","2","","61.0","0","N","3","1.0","0279","","50.0","FORT DUQUESNE BR"
"2019127455","","2","","","0","N","4","4.0","","","25.0","WOOD ST"
"2019127455","","2","","","0","W","3","4.0","","","25.0","FORT PITT BL"
"2019081979","3.0","2","","71.0","0","N","3","2.0","0008","","40.0","WILLIAM FLINN HW"
"2019084073","","2","","","0","S","3","4.0","","","25.0","BLAZIER DR"
"2019008230","","2","","","0","E","4","4.0","","","25.0","PANTHER HOLLOW RD"
"2019008230","","2","","","0","W","3","4.0","","","25.0","BOULEVARD OF THE ALLIES BL"
"2019080348","3.0","2","","1861.0","0","N","4","2.0","0019","","35.0","BANKSVILLE RD"
"2019080348","1.0","2","","876.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2019100584","","2","","","0","W","3","4.0","","","25.0","ELLSWORTH AV"
"2019118566","","2","","","0","S","4","3.0","","","25.0","BROWNSVILLE RD"
"2019118566","3.0","2","","0.0","0","E","3","2.0","2046","","25.0","STREETS RUN RD"
"2019087056","3.0","2","","2112.0","0","S","3","2.0","0088","","35.0","LIBRARY RD"
"2019058394","","2","","","0","N","5","3.0","","","","MT TROY RD"
"2019058394","","2","","","0","N","6","3.0","","","","IVORY AV"
"2019058394","3.0","2","","665.0","0","N","3","2.0","4009","","35.0","EVERGREEN RD"
"2019058394","3.0","2","","800.0","0","S","4","2.0","4009","","35.0","EVERGREEN RD"
"2019134562","","2","","","0","E","3","4.0","","","25.0","PENN AV"
"2019034659","","2","","","0","W","4","4.0","","","25.0","IDLEWILD ST"
"2019034659","","2","","","0","S","3","4.0","","","25.0","COLLIER ST"
"2019042027","3.0","2","","1448.0","0","E","3","2.0","0030","","45.0","LINCOLN HW"
"2019133020","","2","","","0","W","3","4.0","","","25.0","KINGS SCHOOL RD"
"2019052830","3.0","2","","1419.0","0","W","3","2.0","0022","","45.0","NEW WM PENN HW"
"2019068079","","2","","","0","W","3","4.0","","","25.0","BOWMAN AV"
"2019087134","1.0","2","","796.0","0","N","3","1.0","0079","","65.0","RAYMOND P SHAFER HW"
"2019097623","","2","","","0","S","3","4.0","","","25.0","BROOKMEADE DR"
"2019014745","","2","","","0","N","4","4.0","","","25.0","RINGEISEN RD"
"2019014745","","2","","","0","W","3","4.0","","","25.0","JAMESON CT"
