"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2017088453","","04","N","2","1","","1","N","01","Y","PONT","2008","","","","","","","","0","01","1G2ZG57NX84","1","","1","00","Y","E","999","0","","1","1","07","01","06","PA","1","1.0","P4D"
"2017088453","","15","N","2","1","","1","N","11","Y","SUBA","2012","","","","","","","","0","01","JF2SHADC3CH","1","","1","00","N","N","999","0","","2","1","07","01","06","PA","2","1.0","PUT"
"2017043192","","04","N","3","1","","1","N","11","Y","CHRY","2017","","","","","","","","0","03","2C3CCAEG7HH","1","","1","00","Y","S","005","","","1","1","12","12","03","NY","2","1.0","P4D"
"2017043192","","04","N","3","1","","1","N","01","Y","BUIC","2017","","","","","","","","0","01","2G4GL5EX1H9","1","","1","00","Y","N","035","","","2","1","12","01","03","PA","1","1.0","P4D"
"2017000200","","51","N","3","1","","2","N","11","Y","DODG","1998","","","","","","","","0","02","1B7GG22X5WS","1","","1","00","Y","E","025","0","","1","1","01","01","01","PA","1","4.0","TPC"
"2017002904","","51","N","1","1","","1","N","01","Y","FORD","2014","","","","","","","","0","01","1FTFX1ET3EF","1","","1","00","N","E","999","0","","1","1","05","01","01","PA","1","4.0","T4C"
"2017002904","","15","N","3","1","","1","N","11","Y","HOND","2009","","","","","","","","0","01","5J6RE48769L","1","","1","00","Y","N","999","0","","2","1","09","01","01","PA","2","1.0","PUT"
"2017058873","","04","N","3","1","","1","N","12","Y","NISS","2016","","","","","","","","0","01","1N4AL3AP9GC","1","","1","00","Y","W","035","0","","1","1","03","01","03","PA","1","1.0","P4D"
"2017058873","","51","N","2","1","","1","N","06","Y","CHEV","2008","","","","","","","","0","01","2GCEK133281","1","","1","00","N","W","005","0","","2","1","01","01","03","PA","2","4.0","TCW"
"2017019472","","51","N","3","1","","3","N","01","Y","DODG","2004","","","","","","","","0","01","3D7KU28C24G","1","","4","00","Y","S","999","0","","1","1","02","16","98","PA","1","4.0","TCW"
"2017032844","","69","N","1","1","","2","N","06","Y","CHEV","","","","","","","","","0","01","","1","","1","00","N","N","000","0","","1","1","08","03","13","TX","2","4.0",""
"2017032844","","09","N","3","1","","2","N","12","Y","CHRY","","","","","","","","","0","01","","1","","1","00","Y","N","020","0","","2","1","07","01","13","OH","1","1.0",""
"2017030169","","09","N","3","1","","1","N","12","Y","VOLK","2013","","","","","","","","0","01","3VWRM71K99M","1","","1","00","Y","S","999","0","","1","1","03","01","03","MI","1","1.0",""
