"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2009050604","","04","N","3","1","","5","N","12","Y","NISS","2004","","","","","","","","0","02","3N1CB51D44L","2","","1","00","Y","S","999","0","","1","1","09","01","03","PA","1","1.0","P4D"
"2009050604","","04","N","2","1","","5","N","06","Y","ACUR","2005","","","","","","","","0","02","JH4KB16505C","1","","1","00","N","S","000","0","","2","1","01","03","03","PA","2","1.0","P4D"
"2009047333","","51","N","3","1","","1","N","12","Y","FORD","2007","","","","","","","","0","02","1FTRF12VX7N","1","","3","00","Y","E","055","0","","1","1","01","17","01","PA","1","4.0","TPK"
"2009089441","","04","N","1","1","","1","N","12","U","CHEV","2003","","","","","","","","0","01","2G1WF52E839","2","","1","00","Y","S","999","0","","1","1","12","01","09","PA","1","1.0","P4D"
"2009089441","","41","N","1","1","","1","N","06","Y","CHEV","2002","","","","","","","","0","01","1GNDX03EX2D","2","","1","00","N","S","000","0","","2","1","08","03","01","PA","2","6.0","TES"
"2009041984","","02","N","3","1","","4","N","09","Y","PONT","2003","","","","","","","","0","02","1G2NW12E43C","1","","2","00","Y","S","999","0","","1","1","05","98","07","PA","2","1.0","PCP"
"2009041984","","04","N","2","1","","3","N","12","Y","","2009","","","","","","","","0","03","1G6DF577190","1","","3","00","Y","W","999","0","","2","1","03","17","01","PA","1","1.0","P4D"
"2009064168","","02","N","3","1","","1","N","01","Y","CHEV","1994","","","","","","","","0","01","1G1LV15M0RY","1","","1","00","Y","N","999","0","","1","1","02","01","01","PA","1","1.0","PCP"
"2009067749","","04","N","3","1","","1","N","12","Y","AUDI","1999","","","","","","","","0","02","WAUED28DXXA","1","","3","00","Y","E","999","0","","1","1","07","17","01","PA","1","1.0","P4D"
"2009067749","","15","N","1","1","","1","N","06","Y","CHEV","2007","","","","","","","","0","01","1GNDT13S772","1","","2","00","N","E","999","0","","2","1","02","02","01","PA","2","6.0","PUT"
"2009018999","","04","N","2","1","","1","N","11","Y","FORD","2003","","","","","","","","0","01","1FAFP34383W","1","","1","00","N","S","999","0","","1","1","03","01","06","PA","2","1.0","P4D"
"2009018999","","15","N","3","1","","1","N","11","U","FORD","2001","","","","","","","","0","01","1FMZU73E91Z","3","","1","00","Y","N","999","0","","2","1","05","01","01","PA","1","6.0","PUT"
"2009004071","","09","N","3","1","","1","N","01","N","CHEV","1997","","","","","","","","0","01","2G1WW12M9V9","1","","1","00","Y","W","999","0","","1","1","12","01","01","PA","1","1.0",""
"2009004071","","09","N","3","1","","1","N","11","Y","HYUN","2004","","","","","","","","0","01","KMHWF35HX4A","3","","1","00","Y","E","999","0","","2","1","07","01","01","PA","2","1.0",""
"2009133501","","04","N","3","1","","3","N","12","Y","DODG","1996","","","","","","","","0","01","1B3EJ46X8TN","1","","3","00","Y","N","045","0","","1","1","12","17","01","OH","1","1.0","P4D"
"2009112158","","09","N","3","1","","1","N","12","Y","BMW","","","","","","","","","0","01","WBAGN63454D","2","","3","00","Y","W","999","0","","1","1","07","17","01","VA","1","1.0",""
"2009015818","","69","N","3","1","","1","N","02","Y","CHEV","2001","","","","","","","","0","01","1GBHG31F511","2","","1","00","Y","E","999","","","1","1","06","12","03","PA","2","4.0","TMY"
"2009015818","","51","N","3","1","","1","N","12","Y","CHEV","2006","","","","","","","","0","01","1GCHK23U06F","1","","1","00","Y","W","025","","","2","1","03","01","03","PA","1","4.0","TCW"
"2009019181","","04","N","3","1","","1","N","12","Y","TOYT","2007","","","","","","","","0","01","4T1BE46K174","1","","1","00","Y","E","010","","","1","1","12","12","07","PA","1","1.0","P4D"
"2009019181","","04","N","3","1","","1","N","12","Y","DODG","1999","","","","","","","","0","02","3B3ES47C0XT","2","","1","00","Y","W","035","","","2","1","11","01","01","PA","2","1.0","P4P"
"2009103495","","04","N","3","1","","3","N","11","Y","CHEV","2005","","","","","","","","0","01","1G1ZU54885F","1","","1","00","Y","W","999","0","","1","1","07","08","01","PA","1","1.0","P4D"
"2009100166","","02","N","1","1","","2","N","01","Y","FORD","1996","","","","","","","","0","01","1FALP62W1TH","1","","3","00","Y","N","099","0","","1","1","03","17","01","PA","1","1.0","P2D"
"2009115381","","04","N","3","1","","1","N","12","Y","CHEV","2009","","","","","","","","0","01","1G1AT58H897","1","","1","00","Y","E","040","","","1","1","01","01","01","PA","1","1.0","P4D"
"2009115381","","15","N","2","1","","1","N","06","Y","GMC","2007","","","","","","","","0","01","5GTDN13E678","1","","1","00","N","E","000","","","2","1","03","03","01","PA","2","6.0","T4W"
"2009112161","","09","N","3","1","","1","N","01","Y","HYUN","2000","","","","","","","","0","02","KMHJF35F5YU","3","","1","00","Y","W","999","0","","1","1","12","12","08","PA","1","1.0",""
"2010000163","","51","N","3","1","","1","N","12","Y","DODG","2006","","","","","","","","0","01","1D7HA16N56J","1","","4","00","Y","N","030","","","1","1","08","16","01","PA","1","4.0","TPK"
"2010000163","","51","N","2","1","","1","N","06","Y","DODG","1995","","","","","","","","0","01","1B7HF16Y3SS","1","","2","00","N","N","010","","","2","1","02","02","01","PA","2","4.0","TPK"
"2009073233","","","N","","","","","N","","","","","U","1.0","99.0","2.0","U","1.0","U","0","00","","1","","","","","","","","","1","30","","99","99","","2","31.0",""
"2009073233","","15","N","0","1","","1","N","11","Y","CHEV","2003","","","","","","","","0","02","1GNEK13Z13R","1","","1","00","N","E","999","0","","2","1","05","01","13","PA","1","6.0","PUT"
"2009039888","","29","N","2","1","","1","N","12","Y","HD","1999","","","","","","","","0","01","1HD1FDV13XY","1","","1","00","Y","E","999","0","","1","1","01","01","01","PA","1","2.0",""
"2009025953","","09","N","3","1","","1","N","00","U","PONT","1997","","","","","","","","0","02","","1","","1","00","Y","W","999","0","","1","1","04","01","03","OH","0","1.0",""
"2009073543","","12","N","3","1","","1","N","12","Y","OLDS","1995","","","","","","","","0","02","1GHDU06L9ST","1","","1","00","Y","N","075","0","","1","1","04","01","03","PA","1","7.0","PSV"
"2009073543","","15","N","3","1","","1","N","08","Y","CHEV","2007","","","","","","","","0","01","2CNDL13F376","1","","1","00","Y","N","055","0","","2","1","08","01","01","PA","2","6.0","PUT"
"2009013551","","04","N","3","1","","1","N","09","Y","CHEV","2002","","","","","","","","0","01","1G1ND52J42M","1","","1","00","Y","W","035","0","","1","1","04","01","01","PA","1","1.0","P4D"
"2009126530","","73","Y","3","1","","1","N","00","U","KNNW","2006","","","","","","","","0","02","1NKDX4EXX6J","1","","1","00","Y","N","999","0","","1","1","01","01","01","PA","0","5.0","TTM"
"2009132398","","09","N","2","1","","1","N","12","Y","","1994","","","","","","","","0","02","1G6DW52P7RR","2","","1","00","N","W","999","0","","1","1","12","13","01","TN","1","1.0",""
"2009132398","","19","N","3","1","","1","N","04","Y","NISS","2009","","","","","","","","0","01","JN8AZ18W49W","1","","1","00","Y","W","999","0","","2","1","12","01","03","NC","2","6.0",""
"2009016315","","04","N","3","1","","1","N","12","Y","STRN","2000","","","","","","","","0","01","1G8ZJ5277YZ","1","","1","00","Y","N","040","0","","1","1","07","01","03","PA","1","1.0","P4D"
"2009121207","","04","N","3","1","","3","N","12","Y","PONT","2004","","","","","","","","0","01","1G2NF52E54M","1","","1","00","Y","S","035","0","","1","1","07","01","01","PA","1","1.0","P4D"
"2009066214","","04","N","3","1","","1","N","01","Y","HYUN","2006","","","","","","","","0","01","5NPEU46F26H","2","","1","00","Y","W","999","0","","1","1","05","01","09","PA","1","1.0","P4D"
"2009066214","","15","N","2","1","","1","N","03","Y","BUIC","2005","","","","","","","","0","01","3G5DB03715S","1","","1","00","N","S","999","0","","2","1","01","01","09","PA","2","1.0","PUT"
"2009066214","","09","N","1","1","","1","N","01","Y","TOYT","2003","","","","","","","","0","01","1NXBR32E432","1","","1","00","N","E","999","0","","3","1","03","01","02","MI","2","1.0",""
