"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2009029610","","0","IL","T327483","2009","6","2"
"2009060304","","0","PA","XFG 7041","2009","3","1"
"2009013027","","0","PA","PT0797K","2009","6","2"
"2009082132","","0","IN","646","2010","7","3"
"2009023740","","0","PA","YWM0897","2009","1","1"
"2009077403","","0","CA","4AG5417","2011","8","2"
"2009019962","","0","PA","XCV3874","2009","3","1"
"2009052957","","0","ME","12TRL61788","99","7","1"
"2009083930","","0","PA","XCP-2119","10","3","2"
"2009129412","","0","OK","8608GE","2010","6","1"
"2009125307","","0","WA","3478UE","","7","2"
"2009082240","","0","ME","1147344","2009","6","2"
"2009101059","","0","OH","A100709-1","9999","6","1"
"2009050590","","0","ON","C8955N","2010","7","2"
"2009040990","","0","IL","212791ST","","6","1"
"2009084761","","0","PA","XDH2251","2014","3","2"
"2009114318","","0","ZZ","UNKNOWN","2009","9","1"
"2009039136","","0","","TGC23U","","3","1"
"2009033934","","0","NC","AZ18515","2009","7","1"
"2010070627","","0","PA","XFE7017","2008","7","2"
"2009133731","","0","ME","L28104","2010","7","2"
"2009011466","","0","","","","1","2"
"2009079556","","0","PA","PT8628G","9999","6","2"
"2009127878","","0","ME","B214439","","7","1"
"2009017371","","0","IN","623927","2009","7","2"
"2009126489","","0","TN","608540SE","1996","6","2"
"2009069032","","0","PA","XL39490","2010","6","1"
"2009061962","","0","IN","606542","2005","6","1"
"2009090379","","0","IN","P201316","2010","7","2"
"2009053012","","0","PA","GJY5377","2000","1","2"
"2009068191","","0","PA","PT-4323K","2007","7","1"
"2009022080","","0","RE","92907CA","","7","2"
"2009074102","","0","PA","PT2318C","9999","7","2"
"2009015288","","0","PA","PT5930M","9999","7","1"
"2009019319","","0","","NK00WN","54","7","1"
"2009073289","","0","PA","XDH8857","2007","3","1"
"2009064146","","0","IN","P151099","2010","7","1"
"2009092014","","0","PA","MG0584D","2009","3","2"
"2009026845","","0","D","59B78","","6","2"
"2009112771","","0","OH","TNQ-5773","10","6","3"
"2009064101","","0","FL","V162QN","2009","6","2"
"2009058206","","0","PA","YSX4447","2009","7","1"
"2009061180","","0","PA","YJR3673","10","1","1"
"2009096549","","0","OH","TNY5905","2007","6","2"
"2009054960","","0","OK","6269EW","2099","7","2"
"2009068685","","0","PA","XM33354","2009","3","2"
"2009115603","","0","PA","NONE","2010","8","2"
"2009049254","","0","","2HN2SQ0","","7","2"
"2009073768","","0","PA","GPE2976","2010","8","1"
"2009073446","","0","PA","PT-1762J","10","7","3"
"2009090916","","0","PA","XFD4723","10","6","1"
"2009107991","","0","PA","XN72206","2010","6","2"
"2009113686","","0","PA","XY41967","2014","3","1"
"2009072902","","0","PA","PT4233K","","3","1"
"2009041292","","0","","","","1","1"
"2009099169","","0","ME","TLR64291","2009","6","2"
"2009018452","","0","PA","DFJ8612","2005","1","1"
"2009094604","","0","PA","XDY2714","1109","7","2"
"2009009667","","0","PA","GYF4837","2009","1","1"
"2009093860","","0","","","","7","5"
"2009086748","","0","IN","P176755","2009","7","2"
"2009053018","","0","TN","T348378","1998","7","1"
"2009086734","","0","","NONE","","8","1"
"2009127842","","0","","","","9","2"
"2009017988","","0","","","","9","1"
"2009017988","","0","","","","9","2"
"2009016057","","0","ME","1638213","2016","7","1"
"2009094039","","0","NC","AY67949","2009","6","2"
"2009088444","","0","NC","AZ17017","2009","7","1"
"2009114640","","0","","","","8","1"
"2009005365","","0","RI","T516765","2009","7","1"
"2009047587","","0","ZZ","UNKNOWN","","3","2"
"2010000896","","0","OH","TNX-7265","2010","7","2"
"2009009109","","0","Y","G1","","","1"
"2009060459","","0","PA","XCR0166","2009","3","2"
"2009117982","","0","ME","12TRL48448","2010","6","3"
"2009031001","","0","TN","T563577","2009","7","1"
"2009070418","","0","PA","XS22634","2010","3","1"
"2009118086","","0","WI","495292","2010","7","1"
"2009057945","","0","OH","TRN410","2010","7","2"
"2009104911","","0","PA","GJF4607","2010","1","2"
"2009051532","","0","TX","X33921","2009","7","1"
"2009070412","","0","NJ","TEL38D","2008","7","2"
"2009040219","","0","OK","745-2DS","2009","7","1"
"2009087085","","0","PA","GWC0228","2010","1","2"
"2009106879","","0","PA","XR41799","2020","7","2"
"2009130768","","0","MO","Q17347","2000","6","2"
"2009069829","","0","PA","XCW9646","0310","3","1"
"2009119299","","0","PA","PT2050C","1999","7","2"
"2009026768","","0","PA","HCA0584","2009","1","2"
"2009108938","","0","PA","","","6","2"
"2009081168","","0","MO","06A696","10","7","1"
"2009012530","","0","","7","","","1"
"2009012530","","0","","V","","","2"
"2009102370","","0","PA","GLC-2888","2010","1","1"
"2009040619","","0","IL","T384348","2009","6","1"
"2009122646","","0","TN","T453250","10","7","1"
"2009071112","","0","PA","XFF-6881","2010","3","2"
"2009071054","","0","PA","XR05501","","6","2"
"2009096506","","0","PA","XL94863","2010","6","2"
"2009082396","","0","ZZ","UNKNOWN","","9","2"
"2009045186","","0","PA","XM89244","10","6","2"
"2009046678","","0","PA","XW20092","2009","6","1"
"2009121194","","0","IN","596469","2010","7","2"
"2009026417","","0","OH","0993985","2009","6","1"
"2009063545","","0","PA","PT7379H","9999","7","1"
"2009088006","","0","SC","PV12333","2009","6","4"
"2009032582","","0","PA","XDJ6I96","","3","2"
"2009044746","","0","IN","Z66805","2009","7","1"
"2009060817","","0","PA","XP08734","2010","6","2"
"2009131042","","0","PA","PT3034M","2009","7","1"
"2009061760","","0","PA","XL08171","2009","3","2"
"2009059962","","0","PA","PT7703F","10","7","2"
"2009080102","","0","PA","XM-35469","2009","3","1"
"2009103488","","0","PA","XDP3128","10","7","1"
"2010000442","","0","IN","P186807","2010","7","1"
"2009028318","","0","PA","XT07015","2009","3","2"
"2009112986","","0","PA","AF67466","2010","2","2"
"2009075776","","0","IN","P81388","9999","7","1"
"2009115514","","0","PA","XT86597","2009","7","1"
"2009020626","","0","ON","6920FM","2009","7","1"
"2009104261","","0","PA","XFA4850","2010","3","1"
"2009014377","","0","NJ","TAY65B","2009","7","2"
"2009083009","","0","MO","871338","2009","6","1"
"2009028818","","0","IN","P58436","2009","7","1"
"2009014641","","0","","","","7","1"
"2009018206","","0","NY","EJX6467","2010","1","1"
"2009080186","","0","PA","PT2068F","2099","7","1"
"2009041547","","0","PA","PT4195H","2009","7","2"
"2009018738","","0","ME","274865A","2027","7","1"
"2010030114","","0","PA","XV50326","2009","6","2"
"2009050415","","0","OH","TPE5978","2008","7","1"
"2009096173","","0","NY","AP74928","1998","7","2"
"2009011616","","0","ME","1362327","2009","7","2"
"2009103129","","0","PA","NX54013","2009","7","1"
"2009111959","","0","PA","XDL 5114","2010","6","1"
"2009127469","","0","IL","177725","2000","6","1"
"2009127469","","0","IA","TF7949","2009","6","2"
"2009084687","","0","OH","TNX8675","2010","7","1"
"2009053194","","0","PA","","","1","1"
"2009039435","","0","","","","7","2"
"2009033938","","0","TN","T809510","2009","6","1"
"2009103100","","0","VA","198704TL","2010","7","2"
"2009027232","","0","PA","XN69258","2010","7","1"
"2009094903","","0","OH","TLP6326","2010","7","1"
"2009102503","","0","ME","1315049","","7","2"
"2009080812","","0","TN","U037499","2000","3","2"
"2009092044","","0","IL","USDOT521093","","7","3"
"2009082908","","0","OH","TMW9493","2009","7","1"
"2009004403","","0","PA","XV19163","2009","6","2"
"2009082895","","0","ME","1553247","2015","7","1"
"2009070156","","0","PA","XZ18721","2009","3","1"
"2009119957","","0","PA","XZ13621","2010","5","2"
"2009105515","","0","PA","XBD4730","2010","3","1"
"2009020149","","0","IL","T428370","2009","7","1"
"2009133954","","0","ZZ","9999","99","7","2"
"2009024040","","0","PA","PT9784K","2009","7","2"
"2009098936","","0","IN","21284","2010","7","1"
"2009113269","","0","OH","TNC7561","10","8","2"
"2009039314","","0","NC","AJ957M","","6","1"
"2009080903","","0","ME","1298686","2009","6","2"
"2009096239","","0","IL","T358396","2009","6","1"
"2009119823","","0","WV","C182303","10","7","2"
"2009022462","","0","IL","T310153","2009","7","1"
"2009051535","","0","TN","T293282","2000","7","1"
"2009057731","","0","PA","PT8931C","2009","7","1"
"2009046841","","0","TN","T933698","2009","7","3"
"2009074727","","0","PA","XT44535","2010","3","1"
"2009129455","","0","PA","PT8286L","2008","6","1"
"2009035455","","0","OH","TNV5209","2009","7","2"
"2009018453","","0","PA","XDM3335","2009","3","3"
"2009132053","","0","PA","PT6627G","2010","6","1"
