"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2012057111","","04","N","3","1","","1","N","11","Y","OLDS","2001","","","","","","","","0","02","1G3NL52T71C","1","","1","00","Y","N","010","0","","1","1","05","12","04","PA","","1.0","P4D"
"2012057111","","04","N","3","1","","1","N","01","Y","MRCU","2007","","","","","","","","0","01","3MEHM02197R","1","","1","00","Y","E","999","0","","2","1","12","01","03","PA","","1.0","P4D"
"2012096982","","75","Y","2","1","","1","N","01","Y","OTHR","2000","","","","","","","","0","98","2HSFTAMR0YC","1","","1","00","Y","W","025","1","","1","1","01","01","01","IN","","5.0","TTR"
"2012003437","","04","N","2","1","","1","N","12","Y","VOLK","2003","","","","","","","","0","02","WVWPD63B03P","3","","1","00","Y","S","020","0","","1","1","07","12","01","PA","","1.0","P4D"
"2012096574","","04","N","3","1","","1","N","12","Y","MERZ","2008","","","","","","","","0","01","WDBUF77X18B","1","","1","00","Y","W","025","0","","1","1","05","12","04","PA","","1.0","P4D"
"2012096574","","05","N","3","1","","1","N","11","Y","HOND","2012","","","","","","","","0","03","JHMZE2H30CS","1","","1","00","Y","E","999","0","","2","1","02","01","01","PA","","1.0","P4H"
"2012065749","","04","N","3","3","","1","N","12","Y","STRN","2000","","","","","","","","0","01","1G8ZK5276YZ","1","","1","00","Y","E","999","0","","1","1","03","01","11","PA","","1.0","P4D"
"2012017358","","51","N","3","1","","1","N","11","Y","FORD","2011","","","","","","","","0","01","1FTLR4FE0BP","1","","1","00","Y","W","040","0","","1","1","05","01","11","PA","","4.0","T4C"
"2012118295","","02","N","3","1","","2","N","12","Y","TOYT","2008","","","","","","","","0","01","4T1CE30P88U","1","","2","00","Y","S","999","0","","1","1","02","15","07","PA","","1.0","PCP"
"2012118295","","51","N","1","1","","2","N","06","Y","CHEV","2009","","","","","","","","0","01","1GCEC19X89Z","2","","2","00","N","S","999","0","","2","1","01","02","07","PA","","4.0","T4C"
"2012046748","","15","N","2","1","","3","N","12","Y","FORD","2001","","","","","","","","0","02","1FMYU04171K","1","","1","00","Y","N","999","0","","1","1","01","01","03","PA","","6.0","PUT"
"2012046748","","04","N","2","1","","3","N","06","Y","HYUN","2009","","","","","","","","0","01","5NPET46C09H","1","","1","00","N","N","000","0","","2","1","01","03","03","PA","","1.0","P4D"
"2012016842","","15","N","3","1","","1","N","11","Y","FORD","2007","","","","","","","","0","01","2FMDK48C67B","1","","1","00","Y","S","999","0","","1","1","02","15","01","PA","","6.0","PUT"
"2012016842","","04","N","1","1","","1","N","02","Y","NISS","2003","","","","","","","","0","01","1N4AL11D63C","1","","1","00","N","S","999","0","","2","1","08","01","03","PA","","1.0","P4D"
"2012040303","","03","N","2","1","","5","N","12","Y","FORD","2003","","","","","","","","0","02","3FAFP31393R","1","","1","00","Y","E","999","0","","1","1","02","02","01","PA","","1.0","P3P"
"2012047549","","04","N","2","1","","1","N","02","Y","BUIC","2007","","","","","","","","0","01","2G4WC582X71","1","","1","00","Y","E","999","0","","1","1","03","01","01","PA","","1.0","P4D"
"2012047549","","04","N","1","2","","1","N","06","Y","CHEV","2005","","","","","","","","1","","1G1JC52FX57","0","","1","00","N","U","000","0","","2","2","04","06","09","PA","","1.0","P4D"
"2012022272","","04","N","0","1","","1","N","11","Y","CHEV","2007","","","","","","","","0","01","KL1TD56647B","1","","1","00","N","S","005","0","","1","1","05","12","03","PA","","1.0","P4D"
"2012022272","","","","","","","","N","","","","","Y","4.0","99.0","1.0","U","1.0","U","0","","","1","","","","","","","","","2","30","","99","99","","","31.0",""
"2012021726","","04","N","3","1","","2","N","12","Y","VOLK","2010","","","","","","","","0","01","3VWAX7AJ7AM","1","","1","00","Y","N","040","0","","1","1","02","01","03","PA","","1.0","P4D"
"2012021726","","15","N","3","1","","2","N","06","Y","GMC","2011","","","","","","","","0","01","2CTFLVE5XB6","1","","1","00","Y","N","000","0","","2","1","03","03","03","PA","","6.0","T4W"
"2012021726","","15","N","3","1","","3","N","11","Y","JEEP","1999","","","","","","","","0","02","1J4GW68N6XC","1","","1","00","Y","S","035","0","","3","1","07","01","03","PA","","6.0","T4W"
"2012040303","","15","N","1","1","","5","N","06","Y","JEEP","2006","","","","","","","","0","01","1J4GR48K56C","2","","1","00","N","E","000","0","","2","1","03","03","01","PA","","6.0","T4W"
"2012064296","","04","N","3","1","","4","N","12","Y","NISS","2010","","","","","","","","0","01","3N1AB6AP0AL","1","","1","00","Y","N","999","","","1","1","07","02","06","PA","","1.0","P4D"
"2012093154","","04","N","3","1","","1","N","01","Y","CHEV","2008","","","","","","","","0","02","1G1AK58FX87","1","","1","00","Y","E","999","0","","1","1","12","01","01","PA","","1.0","P4D"
"2012093154","","15","N","3","2","","1","N","07","Y","TOYT","2006","","","","","","","","1","","JTLKT324X64","0","","1","00","Y","","000","0","","2","2","05","06","01","PA","","6.0","PUT"
"2012064296","","15","N","1","1","","4","N","06","Y","CHEV","2009","","","","","","","","0","01","1GNFK33089R","4","","1","00","N","N","999","","","2","1","05","02","06","PA","","6.0","PUT"
"2012037132","","04","N","0","1","","1","N","12","Y","BUIC","2001","","","","","","","","0","01","1G4HP54K814","1","","1","00","N","E","999","0","","1","1","01","12","03","PA","","1.0","P4D"
"2012037132","","","","","","","","N","","","","","Y","1.0","99.0","1.0","U","1.0","U","0","","","1","","","","","","","","","2","30","","99","99","","","31.0",""
"2012062624","","04","N","3","1","","1","N","10","Y","BUIC","2006","","","","","","","","0","01","1G4HD57286U","1","","1","00","Y","W","999","","","1","1","07","01","03","PA","","1.0","P4D"
"2012006117","","02","N","3","1","","1","N","02","Y","HOND","2009","","","","","","","","0","01","2HGFG21559H","1","","1","00","Y","N","099","","","1","1","02","01","01","PA","","1.0","PCP"
"2012006117","","05","N","3","2","","1","N","02","Y","TOYT","2006","","","","","","","","1","","2T1KR32E06C","0","","1","00","Y","U","000","","","2","2","05","06","01","PA","","1.0","P4H"
"2012132415","","04","N","3","1","","3","N","12","N","MRCU","2007","","","","","","","","0","01","1MEFM401X7G","3","","2","00","Y","S","999","0","","1","1","07","10","01","PA","","1.0","P4D"
"2012062818","","04","N","3","1","","1","N","12","Y","OLDS","1999","","","","","","","","0","02","1G3HN52KXX4","4","","1","00","Y","S","999","0","","1","1","02","01","01","PA","","1.0","P4D"
"2012062818","","04","N","3","1","","1","N","06","Y","MITS","2002","","","","","","","","0","01","4A3AA46G32E","2","","1","00","Y","S","999","0","","2","1","07","02","01","PA","","1.0","P4D"
"2012014244","","04","N","2","1","","1","N","03","Y","FORD","2005","","","","","","","","0","02","1FAFP53U75A","1","","1","00","Y","W","999","0","","1","1","03","01","02","PA","","1.0","P4D"
"2012014244","","04","N","3","1","","1","N","12","Y","FORD","2002","","","","","","","","0","02","1FAFP55U32G","1","","1","00","Y","S","999","0","","2","1","01","01","01","PA","","1.0","P4D"
"2012060626","","04","N","2","1","","1","N","01","Y","FORD","2010","","","","","","","","0","01","3FAHP0CG7AR","1","","1","00","Y","N","999","0","","1","1","08","01","11","PA","","1.0","P4D"
"2012111030","","15","N","3","1","","1","N","12","Y","KIA","2012","","","","","","","","0","02","KNDPB3A27C7","1","","1","00","Y","S","999","0","","1","1","07","12","04","PA","","6.0","PUT"
"2012029573","","20","N","2","1","","1","N","03","Y","KAWK","2011","","","","","","","","0","01","JKBVNRJ17BA","1","","1","00","Y","N","999","0","","1","1","02","01","01","PA","","2.0","MRS"
"2012017961","","15","N","3","1","","1","N","02","Y","JEEP","2011","","","","","","","","0","02","1J4PN2GK3BW","1","","1","00","Y","N","045","","","1","1","07","01","01","PA","","6.0","T4W"
"2012074327","","69","N","1","1","","1","N","03","Y","FRHT","2012","","","","","","","","0","02","1FVACWDT5CD","1","","2","00","N","E","999","","","1","1","03","10","03","WI","","4.0",""
"2012074327","","15","N","3","1","","1","N","11","Y","HYUN","2002","","","","","","","","0","01","KM8SC73D22U","1","","2","00","Y","E","999","","","2","1","03","10","01","PA","","1.0","PUT"
"2012012152","","15","N","3","1","","1","N","01","Y","FORD","2007","","","","","","","","0","01","1FMDK03107G","1","","1","00","Y","S","010","0","","1","1","02","12","04","PA","","6.0","PUT"
"2012012152","","51","N","3","1","","1","N","11","Y","FORD","2009","","","","","","","","0","02","1FTYR10D39P","1","","1","00","Y","N","040","0","","2","1","03","01","03","PA","","4.0","TPK"
"2012052171","","04","N","3","1","","3","N","11","Y","FORD","2001","","","","","","","","0","01","1FAFP55U01G","1","","1","00","Y","W","055","0","","1","1","03","01","03","PA","","1.0","P4D"
"2012080369","","04","N","3","1","","1","N","12","Y","DODG","2002","","","","","","","","0","01","2B3HD46RX2H","1","","1","00","Y","E","999","0","","1","1","07","12","98","PA","","1.0","P4D"
"2012080369","","04","N","3","1","","1","N","02","Y","KIA","2009","","","","","","","","0","02","KNADE223396","1","","1","00","Y","N","999","0","","2","1","01","01","01","PA","","1.0","P4D"
"2012080369","","05","N","3","1","","1","N","07","Y","HOND","2011","","","","","","","","0","02","JHMGE8H37BS","2","","1","00","Y","N","000","0","","3","1","12","03","01","PA","","1.0","P4H"
"2012076768","","04","N","3","1","","1","N","12","Y","FORD","2007","","","","","","","","0","02","1FAHP53U77A","1","","1","00","Y","S","030","0","","1","1","07","01","06","PA","","1.0","P4D"
"2012076768","","04","N","2","1","","1","N","06","Y","HYUN","2011","","","","","","","","0","01","5NPEC4AC0BH","1","","1","00","N","S","005","0","","2","1","03","02","06","PA","","1.0","P4D"
"2012076768","","15","N","2","1","","1","N","06","Y","","2012","","","","","","","","0","02","3GYFNDE32CS","1","","1","00","N","S","000","0","","3","1","12","03","06","PA","","6.0","PUT"
"2012036392","","15","N","3","1","","1","N","12","Y","KIA","2011","","","","","","","","0","01","KNDJT2A23B7","1","","1","00","Y","N","999","0","","1","1","02","01","01","PA","","1.0","PUT"
"2012036392","","39","N","1","1","","1","N","01","Y","FORD","2008","","","","","","","","0","98","1FBSS31L78D","1","","1","13","N","N","999","0","","2","1","01","13","01","PA","","6.0","TBU"
"2012010808","","04","N","0","1","","1","N","11","N","BUIC","1999","","","","","","","","0","01","2G4WS52M3X1","3","","1","00","Y","N","999","","","1","1","02","10","02","PA","","1.0","P4D"
"2012010808","","","","","","","","N","","","","","U","1.0","99.0","2.0","U","1.0","U","0","","","1","","","","","","","","","2","30","","99","99","","","31.0",""
"2012067707","","04","N","3","1","","2","N","02","Y","TOYT","2002","","","","","","","","0","01","2T1BR12E82C","1","","3","00","Y","W","040","0","","1","1","04","17","09","PA","","1.0","P4D"
"2012040254","","12","N","3","1","","1","N","12","Y","JEEP","2005","","","","","","","","0","01","1J4FA39S75P","1","","1","00","Y","N","999","","","1","1","04","01","03","PA","","6.0","T2W"
