"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2012102780","","0","PA","PT8991R","2008","7","1"
"2012119663","","0","PA","PT8310T","2012","3","1"
"2012059916","","0","","","","8","2"
"2012030005","","0","OH","TPV2511","2012","7","1"
"2012075901","","0","ME","1678404","","7","1"
"2012093167","","0","PA","HSH-0867","0613","1","1"
"2012002497","","0","PA","GRT-4945","2012","1","3"
"2012096660","","0","PA","XZ93767","2015","3","1"
"2012032095","","0","NC","PT76907","2012","7","3"
"2012093771","","0","PA","PVY9533","2012","1","1"
"2013012771","","0","PA","XCT3433","2013","7","2"
"2012096982","","0","TN","T363734","2013","7","1"
"2012108420","","0","TN","T861645","9999","7","1"
"2012025461","","0","ME","152898B","2012","6","1"
"2012081845","","0","OH","TNP1299","2012","7","3"
"2012023330","","0","PA","PT0879L","2015","7","2"
"2012069747","","0","PA","FBY7979","2013","1","1"
"2012090102","","0","PA","HRP1557","13","1","2"
"2012089131","","0","IN","P272853","13","7","1"
"2012095194","","0","ME","34 TLR 45632","2012","6","2"
"2012033609","","0","KY","40055T","2012","6","1"
"2012068568","","0","ND","T234627","2012","7","1"
"2012124971","","0","PA","HTM9475","2013","1","2"
"2012124971","","0","PA","JBH3101","2013","1","3"
"2012062253","","0","PA","XGP-5607","2013","7","2"
"2012061225","","0","PA","PT4735R","","6","1"
"2012035496","","0","CA","4LS5924","2016","7","1"
"2012073777","","0","PA","XFW6397","2013","7","1"
"2012063838","","0","","","","6","1"
"2012034225","","0","PA","PT6717H","2015","7","1"
"2012022996","","0","NE","96556","2012","7","2"
"2012094261","","0","TX","008C114","2012","7","1"
"2012078770","","0","","","","9","1"
"2012013027","","0","PA","XS96275","9999","7","1"
"2012075711","","0","OR","HU09932","2012","7","1"
"2012122311","","0","TX","Y82-442","2012","7","2"
"2012077995","","0","ME","21-28532","2013","7","1"
"2012035570","","0","PA","XGP5876","2012","3","1"
"2012027339","","0","ME","165306A","2016","7","1"
"2012048492","","0","PA","XM89178","2013","3","1"
"2012100975","","0","PA","XFJ5616","2013","6","1"
"2012068074","","0","PA","HNH5314","2013","1","2"
"2012004099","","0","","","","1","1"
"2012077333","","0","OH","TPA2934","2013","7","2"
"2012084706","","0","PA","XFF0015","2007","6","2"
"2012006165","","0","PA","HJR5835","2012","1","2"
"2012006165","","0","PA","GTB2039","2012","1","3"
"2012045197","","0","PA","ESJ6484","2013","1","2"
"2012070782","","0","NC","AY85601","2012","7","1"
"2012069933","","0","PA","JBT6235","","1","1"
"2012031987","","0","PA","HWW-9396","12","1","2"
"2012102106","","0","IL","448212ST","2012","6","1"
"2012112963","","0","TX","CV4N343","2013","1","1"
"2012093299","","0","PA","PT9558T","2013","6","2"
"2012079553","","0","FL","GCL854","12","6","1"
"2012088348","","0","","XGM-9490","","3","2"
"2012010512","","0","MO","3341PC","2012","7","1"
"2012020761","","0","PA","PT3293J","2012","7","1"
"2012126853","","0","PA","PT4195H","2013","9","1"
"2012103153","","0","PA","GRC5883","2013","1","1"
"2012076930","","0","NJ","Y18729","","7","1"
"2012006121","","0","IL","31181ST","1989","7","2"
"2012058435","","0","TN","T988364","2012","7","1"
"2012132393","","0","PA","PT5338E","2003","7","2"
"2012117821","","0","PA","PT8301H","9999","7","2"
"2012041165","","0","PA","XR47870","2012","6","2"
"2012016480","","0","PA","PT1237G","2005","7","1"
"2012125117","","0","ZZ","","","7","1"
"2012006802","","0","IL","T368550","2012","7","1"
"2012029616","","0","PA","HPF3908","2012","1","3"
"2012009758","","0","","","","2","1"
"2012122733","","0","PA","XFM8917","2008","3","1"
"2012111143","","0","IN","P332300","2013","6","2"
"2012076288","","0","PA","XV80032","2012","3","1"
"2012079984","","0","","","","1","2"
"2012040775","","0","PA","PT2959N","2012","7","1"
"2012075161","","0","","","","6","2"
"2012117558","","0","PA","","","7","1"
