"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2008073396","","2","02","","0","W","3","4.0","","","25.0","4TH ST"
"2008129958","3.0","2","02","1493.0","0","N","3","2.0","4053","","35.0","RICHARD RD"
"2008043256","","2","02","","0","E","3","4.0","","","25.0","CYPRESS WY"
"2008122617","","2","04","","0","N","4","4.0","","","25.0","EVANS ST"
"2008122617","3.0","2","2","0.0","0","S","3","2.0","0148","","25.0","LYSLE BL"
"2008116049","","2","01","","0","N","3","4.0","","","15.0","BLOSSOM HILL RD"
"2008094145","","2","02","","0","E","3","4.0","","","25.0","ARLINGTON AV"
"2008069235","","2","02","","0","W","3","4.0","","","25.0","DELONG AL"
"2008069235","","2","02","","0","E","4","4.0","","","25.0","PATTERSON AV"
"2008119333","","2","01","","0","N","4","4.0","","","25.0","WALLACE RD"
"2008119333","","2","01","","0","E","3","3.0","","","35.0","FRIDAY RD"
"2008039607","3.0","2","02","1831.0","0","E","3","2.0","4068","","40.0","BAKERSTOWN RD"
"2008121178","","2","02","","0","W","3","4.0","","","35.0","PENN AV"
"2008121178","3.0","2","03","650.0","0","W","4","2.0","0400","","35.0","PENN CIRCLE WEST CR"
"2008046561","1.0","2","3","369.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2008139239","","2","01","","0","N","3","4.0","","","25.0","CHISLETT ST"
"2008082845","","2","02","","0","","3","4.0","","","25.0","MCDEVITT PL"
"2008023694","3.0","2","02","2793.0","0","S","3","2.0","3003","","35.0","WASHINGTON PK"
"2008063085","","2","06","","0","E","3","4.0","","","25.0","LIBERTY AV"
"2008065062","3.0","2","02","1825.0","0","S","3","2.0","3003","","35.0","WASHINGTON PK"
"2008011047","","2","02","","0","N","3","4.0","","","25.0","MORNINGSIDE AV"
"2008136677","1.0","2","3","2727.0","0","N","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2008029605","3.0","2","02","1715.0","0","E","3","2.0","0030","","40.0","LINCOLN HW"
"2008029605","","2","02","","0","N","4","4.0","","","25.0","BRADDOCK RD"
"2008039660","3.0","2","02","502.0","0","E","3","2.0","0910","","35.0","SR 0910 SH"
"2008096949","","2","01","","0","E","3","4.0","","","25.0","SUTTER RD"
"2008031924","3.0","2","02","1245.0","0","S","3","2.0","0060","","35.0","STEUBENVILLE PK"
"2008031924","","2","03","","0","S","4","4.0","","","25.0","PARK MANOR DR"
"2008061432","1.0","2","99","2398.0","1","E","3","2.0","8041","","35.0",""
"2008045964","","2","02","","0","N","3","3.0","","","35.0","BABCOCK BL"
"2008072825","","2","02","","0","U","3","4.0","","","","REED ST"
"2008072825","","2","02","","0","U","4","4.0","","","","KIRKPATRICK ST"
"2008024156","","2","02","","0","N","3","3.0","","","","LEBANON RD"
"2008021688","1.0","2","03","1613.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2008077378","3.0","2","2","0.0","0","N","3","2.0","0130","","35.0","BEULAH RD"
"2008077378","3.0","2","2","385.0","0","E","4","2.0","0400","","35.0","FRANKSTOWN RD"
"2008077378","","2","02","","0","E","5","4.0","","","","LAKETON RD"
"2008083377","","2","02","","0","S","3","3.0","","","35.0","LINCOLN RD"
"2008030475","3.0","2","03","570.0","0","W","3","2.0","2040","","40.0","LEBANON CHURCH RD"
"2008096584","1.0","2","1","0.0","1","E","5","2.0","8005","","","KIRWAN HTS INT/RAMP A RD"
"2008096584","3.0","2","2","1695.0","0","N","3","2.0","0050","","40.0","WASHINGTON PK"
"2008096584","3.0","2","2","1670.0","0","S","4","2.0","0050","","40.0","WASHINGTON PK"
"2008096584","1.0","2","3","2646.0","1","E","6","2.0","8005","","","KIRWAN HTS INT/RAMP B RD"
"2008004331","3.0","2","02","1305.0","0","U","3","2.0","2053","","35.0","LOWER RODI RD"
"2008094377","1.0","2","02","96.0","0","W","3","2.0","0376","","50.0","US HWY 22 HW"
"2008031023","3.0","2","02","114.0","0","N","3","2.0","2058","","35.0","HULTON RD"
"2008018001","","2","02","","0","N","3","4.0","","","25.0","BECKS RUN RD"
"2008037633","","2","02","","0","N","3","4.0","","","25.0","ROSEMONT DR"
"2008133668","","2","02","","0","E","4","4.0","","","25.0","PENN AV"
"2008133668","","2","01","","0","N","3","4.0","","","25.0","21ST ST"
"2008035414","3.0","2","02","1535.0","0","N","3","2.0","1035","","40.0","RIDGE RD"
"2008035414","","2","02","","0","E","4","4.0","","","35.0","DONNELLVILLE RD"
"2008061323","3.0","2","04","0.0","0","N","3","2.0","0837","","25.0","CARSON ST"
"2008108880","1.0","2","3","2393.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2008009084","3.0","2","03","1679.0","0","N","3","2.0","4003","","45.0","MCKNIGHT RD"
"2008114564","","2","02","","0","W","3","4.0","","","25.0","PAULSON AV"
"2008022084","","2","02","","0","N","3","3.0","","","25.0","BLACKBURN RD"
"2008038045","","2","02","","0","N","3","4.0","","","25.0","BATES ST"
"2008038045","","2","01","","0","E","4","4.0","","","25.0","YORK WY"
"2008076470","","2","02","","0","W","3","4.0","","","25.0","HULTON RD"
"2008060688","3.0","2","2","1085.0","0","E","3","2.0","3066","","35.0","STEUBENVILLE PK"
"2008060688","","2","02","","0","N","4","4.0","","","","MONTOUR CHURCH RD"
"2008061893","3.0","2","02","2400.0","0","E","3","2.0","2058","","35.0","VERONA RD"
"2008082846","","2","02","","0","E","3","4.0","","","","STEUBEN ST"
"2008134292","3.0","2","2","767.0","0","E","3","2.0","2048","","40.0","WILLIAM PENN HW"
"2008133753","3.0","2","2","0.0","0","N","3","2.0","0051","","25.0","SAW MILL RUN BL"
"2008133753","","2","02","","0","E","4","4.0","","","","EDGEBROOK AV"
"2008133753","3.0","2","02","0.0","0","S","5","2.0","0051","","25.0",""
"2008048767","","2","02","","0","S","3","4.0","","","25.0","30TH ST"
"2008048767","","2","02","","0","E","4","4.0","","","25.0","LIBERTY AV"
"2008138639","1.0","2","1","807.0","1","N","3","2.0","8035","","55.0","GREENTREE INT/RAMP F RD"
"2008128496","1.0","2","01","115.0","0","N","3","2.0","0028","","65.0","STATE HWY 28 HW"
"2008028598","3.0","2","02","500.0","0","E","3","2.0","0910","","35.0","GIBSONIA RD"
"2008022917","1.0","2","01","623.0","1","E","3","2.0","8010","","25.0","RAMP RD"
"2008022917","","2","02","","0","E","4","4.0","","","","GREENDALE AV"
"2008130933","","2","02","","0","W","3","4.0","","","25.0","TRUMBULL DR"
"2008014595","1.0","2","02","2422.0","0","N","3","1.0","0376","","55.0","FORT PITT TN"
"2008022467","3.0","2","02","2819.0","0","E","3","2.0","4068","","40.0","BAKERSTOWN/WARRENDALE RD"
"2008075122","1.0","2","03","2170.0","0","W","4","1.0","0376","","55.0","I 376 HW"
"2008075122","1.0","2","01","0.0","1","W","3","2.0","8006","","55.0","EXIT 3B HW"
"2008024529","3.0","2","2","0.0","0","N","3","2.0","0008","","25.0","PENN AV"
"2008024529","3.0","2","2","0.0","0","S","4","2.0","0008","","35.0","PENN AV"
"2008024529","","2","04","","0","S","5","4.0","","","25.0","BRADDOCK AV"
"2009002503","3.0","2","02","280.0","0","S","3","2.0","0051","","35.0","STATE AV"
"2008132963","","2","02","","0","N","3","4.0","","","","WASHINGTON AV"
"2008048846","","2","02","","0","S","5","4.0","","","25.0","ARMSTRONG TN"
"2008048846","1.0","2","1","247.0","1","W","3","2.0","8096","","","2ND AV/RAMP M RD"
"2008048846","","2","04","","0","E","4","4.0","","","25.0","2ND AV"
"2008098822","3.0","2","2","0.0","0","S","3","2.0","0008","","40.0","WILLIAM FLYNN HW"
"2008098822","","2","04","","0","W","4","4.0","","","25.0","ANDERSON DR"
"2008098822","3.0","2","02","0.0","0","N","5","2.0","0008","","40.0",""
"2008077902","","2","03","","0","E","3","4.0","","","25.0","ARLINGTON AV"
"2008077902","","2","02","","0","","4","4.0","","","25.0","SYCAMORE ST"
"2008087648","3.0","2","02","","0","E","3","2.0","2122","","25.0","BUTLER ST"
"2008138330","3.0","2","02","200.0","0","E","3","2.0","0050","","40.0","WASHINGTON PK"
"2008104275","","2","02","","0","","3","3.0","","","25.0","KANE BL"
"2008020128","","2","02","","0","N","3","4.0","","","25.0","HIGHLAND AV"
"2008100615","3.0","2","2","0.0","0","N","5","2.0","2068","","25.0","PORT PERRY RD"
"2008100615","","2","02","","0","N","7","4.0","","","","PORT PERRY RD"
"2008100615","2.0","2","2","0.0","0","E","3","2.0","2037","","35.0","MCKEESPORT BL"
"2008100615","2.0","2","2","0.0","0","W","4","2.0","2037","","35.0","MCKEESPORT BL"
"2008100615","3.0","2","2","0.0","0","S","6","2.0","2068","","25.0","PORT PERRY RD"
"2008054006","","2","01","","0","N","3","4.0","","","15.0","OREGON ST"
"2008058623","","2","02","","0","N","3","4.0","","","","BECKS RUN RD"
"2008058623","","2","02","","0","E","4","3.0","","","","PARKWOOD ST"
"2008041586","3.0","2","02","41.0","0","N","3","2.0","3063","","40.0","OAKDALE RD"
"2008041548","","2","02","","0","N","3","4.0","","","25.0","PIONEER AV"
"2008041548","","2","02","","0","N","4","4.0","","","25.0","CADET AV"
"2008073616","1.0","2","02","32.0","0","W","3","2.0","0376","","40.0","SR 0022 SH"
"2008107896","3.0","2","2","2670.0","0","N","3","2.0","4019","","30.0","MT ROYAL BL"
"2008107896","3.0","2","2","0.0","0","E","4","2.0","4062","","25.0","GLENSHAW AV"
"2008072431","","2","04","","0","N","3","4.0","","","25.0","WATERFRONT DR"
"2008031602","3.0","2","02","150.0","0","N","3","2.0","0837","","25.0",""
"2008089145","","2","02","","0","E","3","3.0","","","35.0","OLD WILLIAM PENN HW"
"2008117089","","2","02","","0","N","3","4.0","","","","15TH ST"
"2008117089","","2","02","","0","E","4","4.0","","","","PENN AV"
"2008128741","","2","02","","0","S","3","4.0","","","","JENNY LIND ST"
"2008009433","","2","02","","0","E","3","4.0","","","25.0","HALKET ST"
"2008009433","","2","03","","0","N","4","4.0","","","25.0","5TH AV"
"2008099602","3.0","2","2","1710.0","0","E","3","2.0","0910","","35.0",""
"2008099602","","2","02","","0","N","4","4.0","","","25.0","ALLISON RD"
