"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2008000291","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2008","3","40.38","-79.828378","0140","11","0","0","0","1","0","0","0","0","","0","0","0","","","1","","1","","40 22:48.000","","0","79 49:42.159","4","0","0","0","2111","0","0","0","N","0","0","0","3","02111","1","","4.0","","1","N","N","","0","","0","0","0","","2","","","1","1","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2008000337","","2","0","0","0","0","0","0","0","0","4","0","","02","1","2008","3","40.3328","-79.9461","1224","11","0","0","1","0","0","1","0","0","2","0","0","0","","","2","","0","","40 19:58.080","1","0","79 56:45.960","3","0","0","0","2454","0","0","0","N","0","0","0","3","02454","1","","1.0","","1","N","N","","0","","1","0","0","","2","Y","","2","2","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2008000381","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2008","3","40.6336","-80.0598","2109","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 38:00.960","","0","80 03:35.280","0","0","0","0","2216","0","0","0","N","0","0","0","1","02505","0","","5.0","","7","N","N","","0","","0","0","0","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2008000389","","1","0","0","0","0","0","0","0","0","7","0","","02","1","2008","3","40.323031","-79.984016","0133","11","0","0","0","0","0","0","0","0","2","0","0","0","","","0","","0","","40 19:22.911","5","0","79 59:02.457","0","0","0","0","2440","0","0","0","N","0","0","0","2","02440","0","","5.0","","1","N","N","","0","","0","0","0","","0","N","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2008000676","","0","0","0","0","0","0","0","0","0","4","0","","02","1","2008","4","40.317844","-79.91238","0724","11","0","0","0","0","0","0","0","0","2","0","0","0","","","0","","0","","40 19:04.240","4","0","79 54:44.569","0","0","0","0","2440","0","0","0","N","0","0","0","2","02440","0","","1.0","","2","N","N","","0","","0","0","2","","0","Y","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2008000785","","0","0","0","0","0","0","0","0","0","7","0","","02","1","2008","4","40.600278","-79.889726","0822","11","0","0","0","0","0","0","0","0","1","0","0","0","","","0","","0","","40 36:01.000","2","0","79 53:23.013","0","0","0","0","2220","0","0","0","Y","0","0","0","1","02220","0","","5.0","","2","N","N","","0","","0","0","1","","0","N","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2008000969","","0","0","0","0","0","0","0","0","0","7","0","","02","1","2008","4","40.550833","-79.891047","0845","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 33:03.000","","0","79 53:27.768","0","0","0","0","2209","0","0","0","N","0","0","0","1","02209","0","","2.0","","7","N","N","","1","","0","0","0","","0","","","1","0","1","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2008001040","","1","0","0","0","0","0","0","0","0","1","0","","02","1","2008","4","40.622789","-80.068531","1452","11","0","1","0","0","0","0","0","0","","0","0","0","","","0","","2","","40 37:22.040","","0","80 04:06.711","0","0","0","0","2216","0","0","0","N","0","0","0","2","02505","0","","1.0","","1","N","N","","0","","0","0","1","","0","","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2008001043","","1","0","0","0","0","0","0","0","0","2","0","","02","1","2008","3","40.38814","-79.91061","2021","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 23:17.304","","0","79 54:38.196","0","0","0","0","2448","0","0","0","N","0","0","0","3","02448","0","","1.0","","7","N","N","","0","","0","0","1","","0","","","2","0","2","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2008001046","","0","0","0","0","0","0","0","0","0","8","0","","02","1","2008","4","40.5259","-79.8424","1614","11","0","0","0","0","0","1","0","0","1","0","0","0","","","1","","0","","40 31:33.240","3","0","79 50:32.640","4","0","0","0","2451","1","0","0","N","1","0","0","3","02451","1","","1.0","","1","N","N","","2","","0","0","0","","2","N","","3","1","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
