"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2021011860","","04","N","3","2","","1","N","05","N","DODG","2013","","","","","","","","0","98","1C3CDZCB6DN","0","","4","00","Y","U","999","","","1","1","01","98","98","PA","","1.0","P4D"
"2021011860","","04","N","3","1","","1","N","01","Y","HOND","2014","","","","","","","","0","02","1HGCR2F30EA","1","","4","00","Y","W","025","","","2","1","09","16","01","PA","","1.0","P4D"
"2021011860","","09","N","1","2","","1","N","12","Y","NISS","2020","","","","","","","","1","","1N4BL4BV7LC","0","","4","00","N","","000","","","3","2","03","06","11","FL","","1.0","P"
"2021032769","","15","N","3","1","","1","N","01","Y","CHEV","2014","","","","","","","","0","01","2GNALBEK4E6","1","","1","00","Y","W","999","0","","1","1","07","01","01","PA","","6.0","T4W"
"2021032769","","69","N","2","2","","1","N","11","U","HOND","2019","","","","","","","","1","","3CZRU6H31KG","0","","1","00","N","","000","0","","2","2","99","06","11","PA","","6.0","T"
"2021032769","","05","N","1","2","","1","N","07","N","DODG","2008","","","","","","","","1","","1B3HB28BX8D","0","","1","00","N","","000","0","","3","2","02","06","11","PA","","6.0","P4H"
"2021015454","","04","N","3","1","","3","N","11","Y","CHEV","2015","","","","","","","","0","01","1G11B5SL0FF","1","","4","00","Y","E","999","0","","1","1","05","16","01","PA","","1.0","P4D"
"2021015454","","15","N","1","1","","2","N","11","Y","VOLK","2012","","","","","","","","0","01","WVGFK9BP3CD","2","","3","00","N","W","999","0","","2","1","05","17","01","PA","","6.0","T4W"
"2021064665","","69","N","2","1","","1","N","03","Y","JEEP","2020","","","","","","","","0","01","1C4PJMLB1LD","1","","1","00","Y","S","030","0","","1","1","02","01","06","TX","","1.0","T"
"2021064665","","04","N","3","1","","1","N","09","Y","BUIC","2010","","","","","","","","0","01","1G4HE5EM5AU","1","","1","00","Y","S","005","0","","2","1","03","18","01","PA","","1.0","P4D"
"2021028679","","04","N","3","3","","3","N","01","Y","MERZ","2013","","","","","","","","0","99","WDDGF8AB1DG","1","","1","00","Y","N","999","0","","1","1","05","19","08","PA","","1.0","P4D"
"2021102162","","69","N","3","1","","1","N","12","Y","MAZD","2018","","","","","","","","0","01","JM3KFBCM4J0","1","","1","00","Y","N","025","","","1","1","05","02","01","PA","","6.0","T"
"2021102162","","69","Y","0","1","","1","N","06","Y","INTL","2020","","","","","","","","0","02","3HAEUMMN4LL","1","","1","00","N","N","000","","","2","1","03","03","06","IN","","5.0","T"
"2021088192","","69","N","1","1","","2","N","11","Y","FORD","2014","","","","","","","","0","01","1FTNF1CF4EK","1","","1","00","N","W","999","","","1","1","03","01","01","PA","","4.0","T"
