"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2013124896","0840","1","0","0","0","0","0","0","0","0","7","0","","02","1","2014","2","40.667333","-80.096509","0838","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","2","","40 40:02.398","","0","80 05:47.433","0","0","0","0","2212","0","0","0","N","0","0","0","1","02505","0","","3.0","","1","N","N","","0","","0","0","0","","2","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2014021586","","1","0","0","0","0","0","0","0","0","2","0","","02","2","2014","1","40.522872","-80.190664","","11","0","0","0","1","0","0","0","0","1","0","0","0","","","0","","0","","40 31:22.338","2","0","80 11:26.390","0","0","0","0","2213","0","0","0","N","0","0","0","2","02213","0","","1.0","","6","N","N","","0","","0","0","0","","0","N","","2","0","1","0","0","0","0","2","1","2","","","","N","","","","","","","","","",""
"2014021587","","1","0","0","0","0","0","0","0","0","4","0","","02","2","2014","3","40.540917","-80.260722","","11","0","0","0","0","0","1","0","1","2","0","0","0","","","2","","2","","40 32:27.300","5","0","80 15:38.600","8","0","0","0","2213","0","0","0","N","0","0","0","4","02213","0","","1.0","","1","N","N","","0","","0","0","2","","3","N","","3","2","0","0","0","2","0","2","0","3","","","","N","","","","","","","","","",""
"2014021394","","2","0","0","0","0","0","0","0","0","1","0","","02","2","2014","3","40.486311","-79.913597","","11","0","0","0","0","0","1","0","0","","0","0","0","","","0","","3","","40 29:10.718","","3","79 54:48.949","0","0","0","0","2301","0","0","0","N","0","0","0","7","02301","0","","1.0","","2","N","N","","0","","0","0","1","","0","","","4","0","3","0","0","0","0","2","1","4","","","","N","","","","","","","","","",""
"2014021588","","1","0","0","0","0","0","0","0","0","1","0","","02","2","2014","6","40.334088","-80.024097","","11","0","0","0","0","0","1","0","0","","0","0","0","","","0","","0","","40 20:02.717","","0","80 01:26.749","0","0","0","0","2407","0","0","0","N","0","0","0","2","02407","0","","1.0","","1","N","N","","0","","0","0","1","","0","","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2014023287","","0","0","0","0","0","0","0","0","0","7","0","","02","2","2014","1","40.308894","-79.995967","","11","0","0","0","0","0","1","0","0","","0","0","0","","","0","","0","","40 18:32.020","","0","79 59:45.480","0","0","0","0","2219","0","0","0","N","0","0","0","1","02501","0","","4.0","","7","N","N","","0","","0","0","1","","0","","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2014022221","","1","0","0","0","0","0","0","0","0","7","0","","02","2","2014","4","40.425511","-80.031386","","11","0","0","0","0","0","0","0","0","3","0","0","0","","","1","","6","","40 25:31.839","4","2","80 01:52.990","8","0","0","0","2301","0","0","0","N","0","0","0","2","02301","0","","2.0","","2","N","N","","0","","0","0","0","","0","Y","","1","1","1","0","0","1","0","2","0","1","","","","N","","","","","","","","","",""
"2014021397","","1","0","0","0","0","0","0","0","0","7","0","","02","2","2014","3","40.488572","-79.801011","","11","0","0","0","0","0","0","0","0","2","0","0","0","","","0","","0","","40 29:18.860","6","0","79 48:03.641","0","0","0","0","2113","0","0","0","N","0","0","0","4","02113","0","","5.0","","2","N","N","","0","","0","0","0","","0","Y","","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2014022223","","2","0","0","0","0","0","0","0","0","5","0","","02","2","2014","4","40.3004","-79.922601","","11","0","0","0","0","0","0","0","0","","0","0","0","","","0","","0","","40 18:01.439","","0","79 55:21.365","0","0","0","0","2440","0","0","0","Y","0","0","0","1","02440","0","","1.0","","2","N","N","","0","","0","0","0","","0","","","2","0","0","0","0","0","0","2","0","2","","","","N","","","","","","","","","",""
"2014021399","","0","0","0","0","0","0","0","0","0","7","0","","02","2","2014","3","40.524126","-79.905268","","11","0","0","0","0","0","0","0","0","2","0","0","0","","","1","","0","","40 31:26.852","1","0","79 54:18.963","4","0","0","0","2432","0","0","0","N","0","0","0","1","02432","1","","5.0","","7","N","N","","0","","0","0","1","","0","N","","1","1","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
