"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2014097182","","15","N","3","1","","2","N","12","Y","SUBA","2013","","","","","","","","0","02","JF2GPAKC9D2","2","","1","00","Y","N","999","0","","1","1","08","12","01","PA","","1.0","PUT"
"2014097182","","03","N","2","1","","1","N","03","Y","VOLK","2007","","","","","","","","0","01","WVWBR71K47W","1","","1","00","N","E","999","0","","2","1","99","01","01","PA","","1.0","P2H"
"2014087539","","06","N","3","1","","3","N","11","Y","SUBA","2001","","","","","","","","0","01","4S3BH665117","2","","1","00","Y","N","999","0","","1","1","04","01","03","PA","","1.0","PSW"
"2014128091","","04","N","3","1","","1","N","02","Y","CHRY","2007","","","","","","","","0","02","1C3LC56K27N","1","","1","00","Y","S","999","0","","1","1","01","12","07","PA","","1.0","P4D"
"2014128091","","04","N","3","1","","1","N","11","Y","FORD","2008","","","","","","","","0","01","1FAHP35N08W","2","","1","00","Y","N","999","0","","2","1","04","01","06","PA","","1.0","P4D"
"2014027777","","04","N","3","1","","1","N","01","Y","HYUN","2001","","","","","","","","0","02","KMHDN45D51U","1","","1","00","Y","N","025","0","","1","1","05","02","01","PA","","1.0","P4D"
"2014027777","","09","N","2","2","","1","N","07","U","NISS","9999","","","","","","","","1","","99999999999","0","","1","00","N","","000","0","","2","2","07","06","01","PA","","1.0",""
"2014027777","","15","N","3","2","","1","N","07","Y","HYUN","2003","","","","","","","","1","","KM8SC73E43U","0","","1","00","Y","","000","0","","3","2","05","06","01","PA","","6.0","PUT"
"2014002908","","15","N","3","1","","1","N","12","Y","FORD","2010","","","","","","","","0","01","1FMCU9D71AK","2","","1","00","Y","E","055","0","","1","1","02","01","03","PA","","6.0","PUT"
"2014002908","","15","N","3","1","","1","N","06","Y","GMC","1991","","","","","","","","0","01","1GKDT13Z7M2","1","","1","00","Y","E","010","0","","2","1","01","01","03","PA","","6.0","T4W"
"2014002908","","15","N","3","1","","1","N","06","Y","JEEP","2013","","","","","","","","0","01","1C4NJRFB5DD","2","","1","00","Y","E","005","0","","3","1","01","01","03","PA","","6.0","T4W"
"2014002908","","04","N","3","3","","1","N","12","Y","VOLK","2014","","","","","","","","0","02","3VWD17AJ1EM","4","","1","00","Y","E","045","0","","4","1","07","01","03","DE","","1.0","P4D"
"2014002908","","04","N","2","1","","1","N","06","Y","CHEV","2012","","","","","","","","0","01","2G1WG5E38C1","2","","1","00","Y","E","002","0","","5","1","09","01","03","WV","","1.0","P4D"
"2014002908","","04","N","2","1","","1","N","06","Y","FORD","2000","","","","","","","","0","01","1FAFP5524YA","1","","1","00","N","E","002","0","","6","1","03","01","03","PA","","1.0","P4D"
"2014009488","","12","N","3","1","","1","N","01","Y","TOYT","2005","","","","","","","","0","01","5TDZA23C65S","2","","1","00","Y","W","999","0","","1","1","02","12","03","RI","","7.0","PSV"
"2014009488","","51","N","3","1","","1","N","01","Y","FORD","2003","","","","","","","","0","01","1FTRW08L53K","1","","1","00","Y","S","999","0","","2","1","02","01","03","PA","","4.0","TCW"
"2014075602","","04","N","3","3","","3","N","12","U","CHEV","1996","","","","","","","","0","99","1G1LD5542TY","1","","1","00","Y","S","999","0","","1","5","01","12","03","PA","","1.0","P4D"
"2014052954","","02","N","3","1","","3","N","12","Y","CHEV","2004","","","","","","","","0","02","1G1JC12F147","2","","4","00","Y","W","999","0","","1","1","10","16","01","PA","","1.0","PCP"
