"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2014120606","Y","Y","U","Y","U","Y","1","Y","Y","00652","N","","","","","","","","N","2"
"2014066050","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","2"
"2014087004","Y","U","U","U","N","N","0","Y","Y","01500","N","","","","","","","","N","1"
"2014046588","N","Y","Y","Y","Y","Y","1","Y","Y","00636","N","","","","","","","","N","1"
"2014057322","N","N","N","N","","","0","N","N","00600","N","","","","","","","","N","1"
"2014060230","","","","","","","","","","","","","","","","","","","","2"
"2014031684","","","","","","","","","","","","","","","","","","","","1"
"2014005963","Y","Y","Y","Y","U","Y","3","Y","Y","01800","N","","","","","","","","N","1"
"2014043834","N","Y","Y","Y","N","N","0","Y","Y","01650","N","","","","","","","","N","1"
"2014079379","N","N","U","Y","Y","Y","1","Y","Y","00750","N","","","","","","","","N","1"
"2014079379","N","Y","U","Y","Y","Y","1","Y","Y","00750","Y","N","Y","Y","Y","1","N","Y","N","2"
"2014086920","N","Y","Y","N","U","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2014079044","","","","","","","","","","","","","","","","","","","","1"
"2014068986","N","U","Y","Y","U","Y","1","Y","Y","99999","N","","","","","","","","N","2"
"2014109335","Y","Y","U","Y","Y","Y","1","Y","Y","00250","N","","","","","","","","N","2"
"2014075347","N","Y","U","Y","U","Y","1","Y","Y","00850","N","","","","","","","","N","1"
"2014088451","Y","U","U","U","Y","U","2","Y","Y","01100","N","","","","","","","","N","1"
"2014079920","U","U","U","Y","N","N","0","Y","N","99999","N","","","","","","","","N","1"
"2014041992","N","U","U","U","U","Y","1","U","U","00600","N","","","","","","","","N","1"
