"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2024003284","3.0","2","2","0.0","0","N","3","2.0","0008","","40.0","WILLIAM FLINN HW"
"2023012543","1.0","2","2","277.0","0","S","3","1.0","0279","","50.0","FORT DUQUESNE BR"
"2023030277","","2","02","","0","E","4","4.0","","","25.0","BOWER HILL RD"
"2023030277","3.0","2","02","0.0","0","N","3","2.0","3004","","25.0","MCLAUGHLIN RUN RD"
"2023033552","","2","2","","0","N","5","4.0","","","25.0","BARTLETT ST"
"2023033552","","2","3","","0","E","4","4.0","","","25.0","HOBART ST"
"2023033552","","2","2","","0","S","3","4.0","","","25.0","GREENFIELD RD"
"2023033552","","2","4","","0","W","6","4.0","","","25.0","PANTHER HOLLOW RD"
"2023053470","","2","2","","0","S","4","4.0","","","25.0","S FIFTEENTH ST"
"2023053470","","2","99","","0","U","5","4.0","","","","S 15TH ST"
"2023053470","","2","1","","0","E","3","4.0","","","25.0","SARAH ST"
"2023079007","3.0","2","02","0.0","0","W","3","2.0","2040","","35.0","BROUGHTON RD"
"2023079007","","2","02","","0","S","4","4.0","","","25.0","LINHART DR"
"2023079007","","2","02","","0","N","5","4.0","","","25.0","WILLIS RD"
"2023037643","","2","2","","0","N","3","4.0","AHAD","","25.0","JACKSON ST"
"2023081121","","2","02","","0","E","4","4.0","","","20.0","LEWIN LN"
"2023081121","3.0","2","2","465.0","0","S","3","2.0","0130","","35.0","BEULAH RD"
"2023002751","3.0","2","2","1327.0","0","E","3","2.0","3100","","30.0","GLASS RUN RD"
"2023054143","1.0","2","2","1398.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2023101091","","2","02","","0","N","5","4.0","","","25.0","DARRAGH ST"
"2023101091","","2","03","","0","W","3","4.0","","","25.0","FIFTH AV"
"2023101091","","2","02","","0","S","4","4.0","","","25.0","MCKEE PL"
"2023051578","3.0","2","2","523.0","0","N","3","2.0","0400","","35.0","SALTSBURG RD"
"2023011834","3.0","2","2","0.0","0","S","4","2.0","4009","","35.0","NORTH AV"
"2023011834","","2","2","","0","E","5","4.0","","","25.0","UNAMED AL"
"2023011834","3.0","2","2","2632.0","0","W","3","2.0","4002","","35.0","GEYER RD"
"2023095188","","2","02","","0","S","3","7.0","","","","WAL-MART TW"
"2023097429","","2","02","","0","N","3","4.0","","","35.0","EDEN PARK BL"
"2023061115","3.0","2","2","2288.0","0","S","3","2.0","0008","","40.0","WILLIAM FLINN HW"
"2023109706","","2","02","","0","S","4","4.0","","","35.0","COCHRAN MILL RD"
"2023109706","","2","04","","0","N","3","4.0","","","35.0","BROWNSVILLE RD"
"2023072740","","2","2","","0","E","5","4.0","","","25.0","SPENCER LANE ET"
"2023072740","3.0","2","2","19.0","0","N","3","2.0","0008","","40.0","WILLIAM FLINN HW"
"2023072740","3.0","2","2","0.0","0","S","4","2.0","0008","","40.0","WILLIAM FLINN HW"
"2023114813","3.0","2","2","1121.0","0","E","3","2.0","3092","","30.0","TUNNEL WY"
"2023010394","1.0","2","2","1867.0","0","N","3","2.0","0028","","45.0","SR 0028 SH"
"2023020279","","2","02","","0","W","3","4.0","","","25.0","THE BL"
"2023020279","","2","02","","0","N","4","4.0","","","25.0","BROWNSVILLE RD"
"2023097641","","2","02","","0","U","4","4.0","","","25.0","FOSTER ST"
"2023097641","3.0","2","2","1985.0","0","U","3","2.0","2031","","40.0","LINCOLN WY"
"2023010211","","2","02","","0","S","3","4.0","","","25.0","BROWNSVILLE RD"
"2023026335","3.0","2","2","2110.0","0","S","3","2.0","0048","","40.0","BOSTON HOLLOW RD"
"2023026335","3.0","2","2","0.0","0","E","4","2.0","2025","","30.0","FINNEY RD"
"2023022008","1.0","2","2","27.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2023069647","3.0","2","02","680.0","0","N","3","2.0","0051","","25.0","SAW MILL RUN BL"
"2023069647","3.0","2","02","705.0","0","S","4","2.0","0051","","25.0","SAW MILL RUN BL"
"2023069647","","2","02","","0","W","5","4.0","","","25.0","SAINT NORBERTS ST"
"2023070874","","2","2","","0","E","4","4.0","","","25.0","HILLTOP ST"
"2023070874","3.0","2","2","1983.0","0","S","3","2.0","0837","","30.0","EIGHTH AV"
"2023039011","","2","2","","0","W","3","4.0","","","25.0","WINDGAP AV"
"2023039011","","2","2","","0","S","4","4.0","","","25.0","BERRY ST"
"2023039011","","2","2","","0","E","5","4.0","","","25.0","CENTER ST"
"2023025323","3.0","2","2","2467.0","0","N","3","2.0","1001","","40.0","FREEPORT RD"
"2023044728","3.0","2","2","1455.0","0","W","3","2.0","0130","","45.0","ALLEGHENY RIVER BL"
"2023073561","3.0","2","2","1335.0","0","N","3","2.0","0065","","55.0","OHIO RIVER BL"
"2023111649","1.0","2","2","2174.0","0","N","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2023060024","3.0","2","3","0.0","0","W","3","2.0","0400","","30.0","FRANKSTOWN RD"
"2023060024","3.0","2","3","738.0","0","N","4","2.0","0791","","35.0","RODI RD"
"2023060024","3.0","2","2","738.0","0","S","5","2.0","0791","","35.0","RODI RD"
"2023014308","","2","2","","0","E","3","4.0","ALY4","","25.0","ALLEGHENY RIVER BL"
"2023005059","","2","01","","0","N","5","4.0","","","","CECIL PL"
"2023005059","","2","02","","0","S","4","4.0","","","25.0","FIFTH AV"
"2023005059","","2","02","","0","W","3","4.0","","","25.0","PENN AV"
"2023033312","1.0","2","3","1190.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2023116570","3.0","2","3","1088.0","0","S","3","2.0","0885","","40.0","LEBANON RD"
"2023013519","3.0","2","2","0.0","0","N","3","2.0","0978","","40.0","BATTLE RIDGE RD"
