"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH_IND","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","HAZMAT_IND","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","NON_MOTORIST","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE_CD","VEH_TYPE","VINA_BODY_TYPE_CD"
"2023020514","","04","N","3","1","","1","N","12","Y","HYUN","2015","","","","","","","","0","01","5NPDH4AE7FH","2","","1","00","Y","S","999","","","1","1","02","08","01","PA","","1.0","P4D"
"2023026924","","15","N","3","1","","3","N","01","Y","FORD","2014","","","","","","","","0","01","1FMCU9J96EU","1","","1","00","Y","N","999","","","1","1","02","01","01","PA","","6.0","T4W"
"2023026924","","69","N","3","1","","3","N","07","Y","TOYT","2019","","","","","","","","0","01","JTMN1RFV1KD","1","","1","00","Y","N","000","","","2","1","07","03","01","PA","","6.0","T"
"2023019473","","04","N","3","1","","2","N","12","Y","CHEV","2017","","","","","","","","0","01","1G1BE5SM9H7","2","","1","00","Y","E","055","","","1","1","03","01","03","WV","","1.0","P4D"
"2023019473","","15","N","1","1","","2","N","06","Y","LEXS","2000","","","","","","","","0","01","JT6HF10U2Y0","5","","1","00","N","E","055","","","2","1","08","02","03","PA","","6.0","T4W"
"2023027519","","04","N","3","1","","1","N","04","Y","VOLK","2016","","","","","","","","0","01","3VWL17AJ3GM","1","","1","00","Y","S","050","","","1","1","12","15","03","PA","","1.0","P4D"
"2023027519","","69","N","1","1","","1","N","11","Y","TESL","2023","","","","","","","","0","01","7SAXCBE6XPF","2","","1","00","N","S","040","","","2","1","01","01","01","PA","","6.0","T"
"2023024817","","02","N","3","3","","1","N","11","Y","INFI","2004","","","","","","","","0","99","JNKCV54E04M","1","","1","00","Y","W","999","","","1","1","07","19","01","OH","","1.0","PCP"
"2023060508","","69","N","3","1","","3","N","01","Y","CHEV","2018","","","","","","","","0","01","3GNAXREV8JL","1","","1","00","Y","W","999","","","1","1","08","19","01","PA","","6.0","T"
"2023060508","","15","N","2","2","","3","N","07","Y","FORD","2007","","","","","","","","1","","1FMFK20547L","0","","1","00","N","W","000","","","2","2","03","06","01","PA","","6.0","T4W"
