"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
"2011109973","","","","","","","","","","","","","","","","","","","","1"
"2011080925","Y","U","Y","U","U","Y","2","U","U","00000","N","","","","","","","","N","1"
"2011032412","N","U","U","U","N","N","0","Y","U","01500","N","","","","","","","","N","1"
"2011007171","","","","","","","","","","","","","","","","","","","","2"
"2011076851","N","N","Y","Y","U","Y","1","N","Y","01000","N","","","","","","","","N","1"
"2011105269","N","N","Y","Y","Y","Y","1","Y","Y","00599","N","","","","","","","","N","2"
"2011094595","N","Y","N","Y","Y","Y","1","Y","Y","00996","N","","","","","","","","N","1"
"2011111621","","","","","","","","","","","","","","","","","","","","2"
"2011094913","Y","U","Y","Y","Y","Y","1","Y","N","01854","N","","","","","","","","N","2"
"2011075199","N","U","U","Y","N","Y","1","Y","N","00550","N","","","","","","","","N","1"
"2011064302","","","","","","","","","","","","","","","","","","","","1"
"2011072899","Y","Y","U","Y","Y","Y","3","Y","Y","01500","N","","","","","","","","N","2"
"2011111089","Y","N","U","Y","N","Y","3","Y","Y","00250","N","","","","","","","","N","1"
"2011102604","N","Y","U","Y","Y","Y","1","Y","Y","99999","N","","","","","","","","N","1"
"2011052281","N","N","U","Y","Y","Y","1","N","Y","00750","N","","","","","","","","N","1"
"2011090450","","","","","","","","","","","","","","","","","","","","2"
"2011078504","N","Y","N","Y","Y","Y","2","Y","N","00250","N","","","","","","","","N","1"
"2011106255","","","","","","","","","","","","","","","","","","","","1"
"2011074836","N","N","N","N","N","N","0","N","N","00097","N","","","","","","","","N","1"
"2011084327","","","","","","","","","","","","","","","","","","","","1"
"2011076551","Y","Y","U","Y","N","N","0","Y","N","01500","N","","","","","","","","N","2"
"2011092751","Y","U","N","N","N","N","0","U","N","01500","N","","","","","","","","N","1"
"2011103016","N","Y","Y","Y","N","N","0","Y","N","01500","N","","","","","","","","N","1"
"2011112009","Y","Y","U","Y","U","Y","1","Y","Y","01200","N","","","","","","","","N","1"
"2011066325","N","U","U","U","U","Y","3","U","Y","99999","N","","","","","","","","N","2"
"2011103843","N","N","U","Y","Y","Y","1","Y","N","01000","N","","","","","","","","N","1"
"2011117972","N","N","N","N","N","N","0","Y","Y","00457","N","","","","","","","","N","1"
"2011062048","Y","Y","U","Y","U","Y","2","Y","Y","18000","Y","Y","Y","U","Y","2","Y","Y","N","2"
"2011124853","N","Y","U","Y","U","U","1","Y","Y","00599","N","","","","","","","","N","1"
"2011102981","Y","U","U","U","N","N","0","U","U","00000","N","","","","","","","","N","2"
"2011049946","N","N","N","N","U","Y","1","Y","Y","00500","N","","","","","","","","N","1"
"2011131323","","","","","","","","","","","","","","","","","","","","1"
"2011092762","N","Y","U","Y","Y","Y","1","N","Y","00600","N","","","","","","","","N","1"
"2011078767","Y","U","U","Y","Y","Y","2","Y","N","01200","N","","","","","","","","N","1"
"2011071526","Y","Y","Y","Y","N","N","0","Y","N","01200","N","","","","","","","","N","2"
"2011071526","Y","Y","U","Y","U","N","0","Y","N","01640","N","","","","","","","","N","3"
"2011061925","N","N","Y","U","Y","Y","1","Y","Y","06000","N","","","","","","","","N","1"
"2011091672","Y","Y","N","Y","U","U","0","Y","Y","01500","N","","","","","","","","N","1"
"2011108313","Y","Y","U","U","N","N","0","Y","N","01000","N","","","","","","","","N","1"
"2011049089","U","U","U","Y","U","U","1","U","U","00750","N","","","","","","","","N","1"
"2011048275","N","N","U","U","U","U","9","N","N","00600","N","","","","","","","","N","2"
"2011057729","N","N","N","Y","N","N","0","N","N","01350","N","","","","","","","","N","1"
"2011098676","","","","","","","","","","","","","","","","","","","","1"
"2011071124","N","N","U","Y","Y","Y","1","N","Y","00750","N","","","","","","","","N","1"
"2011064687","N","N","U","Y","U","U","1","Y","U","00500","N","","","","","","","","N","1"
"2011107314","N","N","Y","Y","Y","Y","3","Y","Y","00600","N","","","","","","","","N","2"
"2011060028","U","U","U","Y","Y","Y","1","Y","N","00500","N","","","","","","","","N","1"
"2011097799","Y","Y","Y","U","N","N","0","Y","N","01584","N","","","","","","","","N","1"
"2011076173","Y","Y","U","Y","N","N","0","Y","Y","01250","N","","","","","","","","N","1"
"2011047629","Y","N","U","N","U","N","3","Y","Y","00000","N","","","","","","","","N","1"
"2011080778","","","","","","","","","","","","","","","","","","","","2"
"2011106356","U","U","U","Y","U","Y","9","U","U","99999","N","","","","","","","","U","2"
"2011043974","Y","Y","N","Y","U","Y","3","Y","N","15000","N","","","","","","","","N","1"
"2011103828","Y","Y","Y","Y","N","N","0","Y","Y","01450","N","","","","","","","","N","2"
"2011056505","N","N","Y","Y","","","0","N","N","75000","N","","","","","","","","N","1"
"2011085054","N","N","U","Y","Y","Y","1","N","N","00600","N","","","","","","","","N","1"
"2011097991","N","Y","U","Y","U","Y","3","Y","Y","01100","N","","","","","","","","N","1"
"2011069639","Y","Y","Y","Y","Y","Y","1","Y","Y","00092","N","","","","","","","","N","2"
"2011003438","Y","Y","Y","Y","Y","Y","3","Y","Y","01300","N","","","","","","","","N","1"
"2011107830","Y","U","U","Y","Y","Y","1","Y","Y","00650","N","","","","","","","","N","2"
"2011073915","N","Y","Y","Y","N","Y","1","Y","Y","59900","N","","","","","","","","N","1"
"2011068577","","","","","","","","","","","","","","","","","","","","1"
"2011055022","","","","","","","","","","","","","","","","","","","","2"
"2011055022","","","","","","","","","","","","","","","","","","","","3"
"2011063301","","","","","","","","","","","","","","","","","","","","2"
"2011020303","N","Y","U","Y","","","0","Y","Y","01584","N","","","","","","","","N","2"
"2011097254","N","N","U","Y","Y","Y","1","Y","N","00450","N","","","","","","","","N","1"
"2011075878","N","U","U","Y","N","U","1","Y","N","99999","N","","","","","","","","N","1"
"2011014638","N","Y","N","Y","U","Y","3","Y","Y","01340","N","","","","","","","","N","1"
"2011074399","N","N","U","Y","Y","Y","1","Y","N","00600","N","","","","","","","","N","1"
"2011073685","N","N","U","N","N","N","0","Y","N","01300","N","","","","","","","","N","2"
"2011128506","","","","","","","","","","","","","","","","","","","","1"
"2011047892","N","N","U","N","Y","Y","1","Y","N","00150","N","","","","","","","","N","2"
"2011053307","Y","U","U","U","N","N","0","Y","U","01550","N","","","","","","","","N","2"
"2011084351","Y","Y","Y","Y","Y","Y","2","N","Y","01350","N","","","","","","","","N","1"
"2011110597","U","U","U","U","U","U","9","U","U","00000","N","","","","","","","","N","2"
"2011102856","N","N","Y","Y","Y","Y","1","Y","Y","00400","N","","","","","","","","N","2"
"2011085215","N","U","U","U","U","U","1","U","U","99999","N","","","","","","","","N","2"
"2011074334","Y","U","U","Y","U","U","9","Y","N","99999","N","","","","","","","","N","2"
"2011058415","U","N","U","Y","U","U","3","U","N","00901","N","","","","","","","","N","2"
"2011065883","","","","","","","","","","","","","","","","","","","","1"
"2011052379","N","U","N","Y","Y","Y","1","Y","Y","00900","N","","","","","","","","N","1"
"2011052379","N","U","N","U","Y","Y","1","Y","Y","00900","N","","","","","","","","N","2"
"2011070636","N","Y","U","Y","Y","Y","2","Y","N","00750","N","","","","","","","","N","2"
"2011071493","Y","Y","U","N","U","Y","1","Y","N","99999","N","","","","","","","","N","1"
"2011079569","","","","","","","","","","","","","","","","","","","","2"
"2011060526","","","","","","","","","","","","","","","","","","","","2"
