"CRN","ACCESS_CTRL","COUNTY","LANE_COUNT","OFFSET","RAMP","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2011102044","","2","02","","0","S","5","3.0","","","25.0","OLD CLAIRTON RD"
"2011102044","","2","02","","0","S","6","3.0","","","25.0","OLD LEBANON CHURCH RD"
"2011102044","3.0","2","2","0.0","0","N","3","2.0","0051","","40.0","CLAIRTON BL"
"2011102044","3.0","2","2","0.0","0","S","4","2.0","0051","","40.0","CLAIRTON BL"
"2011056010","3.0","2","2","270.0","0","N","3","2.0","4012","","35.0","UNION AV"
"2011056010","1.0","2","1","961.0","1","E","4","2.0","8104","","25.0","RAMP 500 RD"
"2011038810","","2","01","","0","W","3","4.0","","","15.0","N CANAL ST"
"2011082206","","2","02","","0","W","3","4.0","","","25.0","WALLACE RD"
"2011077281","1.0","2","3","2099.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2011025568","3.0","2","2","785.0","0","E","3","2.0","2048","","40.0","WILLIAM PENN HW"
"2011057535","","2","02","","0","N","3","4.0","","","25.0","CRAIG ST"
"2011131074","","2","02","","0","E","5","4.0","","","25.0","FORTIETH ST"
"2011131074","3.0","2","3","0.0","0","B","3","2.0","2124","","","WASHINGTON CR. BR/40TH ST"
"2011131074","","2","02","","0","E","4","4.0","","","25.0","FOSTER ST"
"2011054832","","2","02","","0","E","6","4.0","","","35.0","BLESSING ST"
"2011054832","","2","02","","0","N","5","4.0","","","25.0","BLOOMFIELD BR"
"2011054832","3.0","2","2","655.0","0","E","3","2.0","0400","","25.0","BIGELOW BL"
"2011054832","3.0","2","2","565.0","0","W","4","2.0","0400","","55.0","BIGELOW BL"
"2011030396","","2","02","","0","E","3","4.0","","","25.0","MT TROY RD"
"2011030396","","2","02","","0","N","4","4.0","","","25.0","VINIAL ST"
"2011107899","","2","03","","0","W","3","4.0","","","25.0","GROVE RD"
"2011132346","","2","02","","0","E","3","4.0","","","15.0","VERMONT AV"
"2011026396","","2","02","","0","E","3","4.0","","","25.0","GARDEN CITY DR"
"2011026396","","2","02","","0","S","4","4.0","","","35.0","CENTER RD"
"2011021351","","2","02","","0","E","3","4.0","","","25.0","REDKNAP ST"
"2011021351","","2","02","","0","S","4","4.0","","","25.0","BUENA VISTA ST"
"2011099615","1.0","2","4","0.0","0","W","3","5.0","7076","","55.0","EAST/WEST TU"
"2011058965","3.0","2","02","2360.0","0","B","3","2.0","2049","","35.0","EASTMAN ST"
"2011058965","","2","02","","0","E","4","4.0","","","25.0","CORBIN ST"
"2011011959","3.0","2","2","319.0","0","B","3","2.0","4009","","25.0","NORTH AV"
"2011023721","1.0","2","2","2887.0","0","N","3","2.0","0028","","45.0","SR 0028 SH"
"2011109973","","2","02","","0","W","3","4.0","","","15.0","FRANK ST"
"2011011965","3.0","2","2","1.0","0","N","3","2.0","0060","","45.0","STEUBENVILLE PK"
"2011064968","","2","02","","0","E","4","4.0","","","","KENMAWR AV"
"2011064968","","2","02","","0","S","3","4.0","","","25.0","RIDGE AV"
"2011006639","","2","02","","0","S","3","4.0","","","25.0","CALMAR DR"
"2011006639","","2","02","","0","W","4","4.0","","","35.0","MOUNT CARMEL RD"
"2011010749","1.0","2","2","1565.0","0","S","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2011000023","3.0","2","2","1445.0","0","N","3","2.0","2073","","45.0","ALLEGHENY RIVER BL"
"2011062952","1.0","2","2","2413.0","0","N","3","1.0","0279","","55.0","FORT DUQUESNE BR"
"2011062952","1.0","2","1","1327.0","1","N","4","1.0","8107","","55.0","NORTHSHORE INT/RP W RD"
"2011111534","","2","03","","0","N","4","4.0","","","25.0","SANDUSKY ST"
"2011111534","","2","03","","0","E","3","4.0","","","25.0","LACOCK ST"
"2011066662","3.0","2","2","3505.0","0","W","3","2.0","2048","","35.0","WILLIAM PENN HW"
"2011035548","","2","02","","0","E","3","4.0","","","30.0","W STEUBEN ST"
"2011051676","3.0","2","2","235.0","0","N","3","2.0","0885","","30.0","BATES ST"
"2011051676","1.0","2","1","0.0","1","E","4","2.0","8006","","35.0","RAMP B RD"
"2011006044","3.0","2","4","2300.0","0","W","3","2.0","0400","","55.0","BAUM BL"
"2011006044","","2","02","","0","N","4","4.0","","","25.0","MOREWOOD AV"
"2011086233","1.0","2","2","1336.0","0","W","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2011094340","3.0","2","2","0.0","0","N","3","2.0","2075","","35.0","LEECHBURG RD"
"2011094340","","2","02","","0","W","4","4.0","","","25.0","SHEARER RD"
"2012000983","1.0","2","3","2290.0","0","N","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2011054418","","2","02","","0","N","4","4.0","","","25.0","FORBES AV"
"2011054418","","2","02","","0","E","3","4.0","","","25.0","PRIDE ST"
"2011005278","","2","02","","0","N","3","4.0","","","25.0","S 12TH ST"
"2011005278","","2","02","","0","S","4","4.0","","","25.0","BROSVILLE ST"
"2011032593","3.0","2","2","3030.0","0","N","3","2.0","0048","","30.0","BOSTON HOLLOW RD"
"2011039680","","2","02","","0","E","3","4.0","","","25.0","BEECHWOOD BL"
"2011086122","1.0","2","4","528.0","0","W","3","5.0","7076","","55.0",""
"2011039129","1.0","2","01","708.0","1","E","7","2.0","8055","","",""
"2011039129","3.0","2","2","0.0","0","N","3","2.0","0019","","35.0","OHIO RIVER BL"
"2011039129","3.0","2","2","0.0","0","S","4","2.0","0019","","35.0","OHIO RIVER BL"
"2011039129","","2","2","752.0","0","N","5","2.0","0065","","55.0","OHIO RIVER BL"
"2011039129","","2","2","928.0","0","S","6","2.0","0065","","55.0","OHIO RIVER BL"
"2011029514","3.0","2","2","0.0","0","W","3","2.0","0910","","55.0","SR 0910 HW"
"2011029514","3.0","2","2","1155.0","0","N","4","2.0","1013","","35.0","SAXONBURG BL"
"2011104315","1.0","2","2","1630.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2011087756","","2","02","","0","N","4","4.0","","","25.0","FLORA RD"
"2011087756","","2","02","","0","E","3","4.0","","","25.0","AGNES RD"
"2011064596","","2","02","","0","S","3","4.0","","","25.0","PIONEER AV"
"2012000366","3.0","2","2","1732.0","0","B","4","2.0","3052","","35.0","HILL TOP RD"
"2012000366","3.0","2","2","0.0","0","B","3","2.0","3028","","30.0","WALKERS MILL RD"
"2011089358","","2","02","","0","E","4","4.0","","","25.0","NOBLES LN"
"2011089358","","2","02","","0","S","3","4.0","","","25.0","BROWNSVILLE RD"
"2011066438","1.0","2","2","1489.0","0","N","3","1.0","0079","","55.0","RAYMOND P SHAFER HW"
"2011085837","","2","02","","0","E","3","4.0","","","25.0","FORBES AV"
"2011118616","","2","02","","0","N","3","4.0","","","25.0","BROADWAY AV"
"2011026529","3.0","2","3","0.0","0","N","3","2.0","0050","","35.0","NOBLESTOWN RD"
"2011026529","2.0","2","2","2811.0","0","E","4","2.0","0121","","30.0","POPLAR ST"
"2011026529","","2","02","","0","W","5","4.0","","","25.0","POPLAR ST"
"2011103499","","2","02","","0","S","4","4.0","","","25.0","WINDVALE RD"
"2011103499","3.0","2","2","0.0","0","E","3","2.0","3009","","35.0","BAPTIST RD"
"2012008101","1.0","2","2","1316.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2011034391","1.0","2","3","810.0","0","E","3","1.0","0376","","55.0","PENN LINCOLN PY"
"2011078767","3.0","2","3","45.0","0","E","3","2.0","3123","","25.0","PARKWAY CENTER DR"
"2011080632","","2","02","","0","E","3","4.0","","","25.0","MARLIN DR"
"2011080632","","2","02","","0","N","4","4.0","","","25.0","BEVERLY RD"
"2011074317","1.0","2","4","0.0","0","W","3","5.0","7076","","65.0","EAST/WEST TU"
"2011007375","","2","02","","0","U","3","4.0","","","25.0","BROWNSVILLE RD"
"2011007375","","2","02","","0","U","4","4.0","","","25.0","STEWART AV"
"2011110033","","2","04","","0","W","4","4.0","","","35.0","FIFTH AV"
"2011110033","","2","02","","0","S","3","4.0","","","25.0","AIKEN AV"
"2011012432","","2","02","","0","W","3","4.0","","","25.0","LESLIE RD"
"2011012432","","2","02","","0","N","4","4.0","","","35.0","HAYMAKER RD"
"2011050432","","2","01","","0","E","4","4.0","","","25.0","PENN AV"
"2011050432","","2","01","","0","S","3","4.0","","","25.0","EVALINE ST"
"2011020963","1.0","2","2","1054.0","0","S","3","1.0","0279","","55.0","NORTH HILLS EX"
"2011045392","","2","02","","0","N","4","4.0","","","25.0","BROOKLINE BL"
"2011045392","","2","02","","0","E","3","4.0","","","25.0","WHITED ST"
"2011102151","","2","02","","0","N","4","4.0","","","25.0","GOLF DR"
"2011102151","3.0","2","2","2315.0","0","N","3","2.0","4014","","30.0","GASS RD"
"2011032191","","2","02","","0","W","3","4.0","","","25.0","BROWNLEE ST"
"2011005026","1.0","2","2","1385.0","0","S","3","2.0","0028","","55.0","ALLEGHENY VALLEY EX"
"2011133930","","2","02","","0","W","4","4.0","","","25.0","THIRTIETH ST"
"2011133930","3.0","2","2","2015.0","0","S","3","2.0","0148","","30.0","WALNUT ST"
"2011131904","","2","02","","0","N","3","3.0","","","35.0","GREENSPRINGS AV"
"2011111569","3.0","2","2","1841.0","0","B","3","2.0","4021","","35.0","BEN AVON HTS RD"
"2011036391","","2","02","","0","S","3","4.0","","","25.0","BODKIN ST"
"2011036391","","2","02","","0","W","4","4.0","","","25.0","BROOKLINE BL"
