"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2011021553","0804","0","0","0","0","0","0","0","0","0","7","0","","02","2","2011","3","40.465991","-79.757813","0752","11","0","0","0","0","0","0","0","0","","0","0","0","07","","1","","0","","40 27:57.567","","0","79 45:28.126","8","0","0","0","2466","0","0","0","N","0","0","0","1","02466","0","","5.0","","6","N","N","","0","","0","0","1","","0","","0750","1","1","0","0","0","1","0","2","0","1","","","","N","","","","","","","","","",""
"2011022820","0640","1","0","0","0","0","0","0","0","0","7","0","","02","2","2011","2","40.605488","-79.996444","0633","11","0","0","0","0","0","0","0","0","1","0","0","0","06","","0","","0","","40 36:19.758","1","0","79 59:47.200","0","0","0","0","2216","0","0","0","Y","0","0","0","1","02505","0","","5.0","","6","N","N","","0","","0","0","0","","0","Y","0633","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2011021668","2117","0","0","0","0","0","0","0","0","0","7","0","","02","2","2011","2","40.44443","-80.062405","2114","11","0","0","0","0","0","0","0","0","3","0","0","0","21","","2","","0","","40 26:39.948","5","0","80 03:44.659","3","0","0","0","2439","0","0","0","N","0","0","0","3","02439","0","","5.0","","7","N","N","","0","","2","0","1","","0","Y","2112","1","2","3","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2011021768","1822","1","0","0","0","0","0","0","0","0","7","0","","02","2","2011","2","40.587381","-79.879939","1740","11","0","0","0","0","0","0","0","0","","0","0","0","17","","0","","0","","40 35:14.572","","0","79 52:47.779","0","0","0","0","2209","0","0","0","N","0","0","0","2","68T02","0","","2.0","","7","N","N","","0","","0","0","0","","0","","1730","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2011022822","0051","1","0","0","0","0","0","0","0","0","7","0","","02","2","2011","6","","","0050","11","0","0","0","0","0","0","0","0","2","0","0","0","00","","1","","0","","","6","0","","4","0","0","0","2301","0","0","0","N","0","0","0","1","02301","1","","2.0","","9","N","N","","0","","0","0","0","","0","Y","0050","1","1","0","0","0","0","0","1","0","1","","","","N","","","","","","","","","",""
"2011021770","2145","1","0","0","0","0","0","0","0","0","7","0","","02","2","2011","2","40.605654","-79.939512","2050","11","0","0","0","0","0","1","0","0","","0","0","0","20","","0","","0","","40 36:20.354","","0","79 56:22.242","0","0","0","0","2207","0","0","0","N","0","0","0","1","68T02","0","","3.0","","7","N","N","","0","","0","0","0","","0","","2045","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2011021241","1708","1","0","0","0","0","0","0","0","0","4","0","","02","2","2011","2","40.489931","-79.905154","1700","11","0","0","0","0","0","0","0","0","2","0","0","0","16","","1","","0","","40 29:23.752","1","0","79 54:18.553","8","0","0","0","2112","0","0","0","N","0","0","0","3","02112","0","","1.0","","7","N","N","","0","","0","0","1","","0","N","1658","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
"2011021629","1353","1","0","0","0","0","0","0","0","0","7","0","","02","2","2011","3","40.456047","-79.991701","1343","11","0","0","0","0","0","0","0","0","","0","0","0","13","","0","","7","","40 27:21.770","","0","79 59:30.122","0","0","0","0","2301","0","0","0","N","0","0","0","1","02301","0","","2.0","","6","N","N","","0","","0","0","0","","0","","1340","1","0","0","0","0","0","0","2","0","1","","","","N","","","","","","","","","",""
"2011021672","1629","0","0","0","0","0","0","0","0","0","7","0","","02","2","2011","2","40.470789","-79.81957","1629","11","0","0","0","0","0","0","0","0","","0","0","0","16","","1","","0","","40 28:14.840","","0","79 49:10.452","8","0","0","0","2113","0","0","0","N","0","0","0","1","02113","0","","5.0","","7","N","N","","0","","0","0","1","","0","","1620","1","1","0","0","0","1","0","2","0","1","","","","N","","","","","","","","","",""
"2011023535","1434","2","0","0","0","0","0","0","0","0","1","0","","02","2","2011","6","40.414011","-79.923056","1423","11","0","0","0","0","1","0","0","0","","0","0","0","14","","1","","10","","40 24:50.439","","3","79 55:23.001","8","0","0","0","2301","0","0","0","N","0","0","0","2","02301","0","","1.0","","1","N","N","","0","","0","0","0","","0","","1423","2","1","0","0","0","1","0","2","0","2","","","","N","","","","","","","","","",""
